순번_정류장ID,1-2800269,2-2804581,3-2804582,4-2807389,5-2804034,6-2804035,7-2804037,8-2804039,9-2804041,10-2804589,11-2804043,12-2804591,13-2804045,14-2804048,15-2804593,16-2804049,17-2804595,18-2804052,19-2804053,20-2804597,21-2804603,22-2804054,23-2804600,24-2804057,25-2800292,26-2804599,27-2804063,28-2804061,29-2804059,30-2804060,31-2804605,32-2804607,33-2804609,34-2804554,35-2804552,36-2804550,37-2804548,38-2804072,39-2804545,40-2804546,41-2804068,42-2804542,43-2804540,44-2804538,45-2804536,46-2804065,47-2800296,48-2800298,49-2804064,50-2804535,51-2804537,52-2804572,53-2804066,54-2804611,55-2804086,56-2804613,57-2804089,58-2806223,59-2804091,60-2804093,61-2804615,62-2804617,63-2804094,64-2804619,65-2804097,66-2804621,67-2804623,68-2804098,69-2804625,70-2803915,71-2806315,72-2804627,73-2803913,74-2803911,75-2803908,76-2803907,77-2807376,78-2803905,79-2803903,80-2804629,81-2806221,82-2803901,83-2803899,84-2807378,85-2807381,86-2803897,87-2806317,88-2803895,89-2803893,90-2803891,91-2806220,92-2803889,93-2803887,94-2803885,95-2803883,96-2803881,97-2803879,98-2803877,99-2803875,100-2803874,101-2803876,102-2803878,103-2803880,104-2806321,105-2806323,106-2806357,107-2804631,108-2807383,109-2803703,110-2804580,111-2804213,112-2804211,113-2804209,114-2804207,115-2804205,116-2804204,117-2806290,118-2804202,119-2806292,120-2804578,121-2806232,122-2803608,123-2803607,124-2803606,125-2806297,126-2803616,127-2803853,128-2803850,129-2803617,130-2806299,131-2803618,132-2806300,133-2803600,134-2800273,135-2803601,136-2804331,137-2803581,138-2800271,139-2805489,140-2807150,141-2804581,142-2804582,143-2800267,144-2804032
1-2800269,0,0.350736,0.6519889999999999,0.7936699999999999,1.7757259999999997,2.3893429999999998,2.657472,3.012339,3.341815,3.737661,4.0238190000000005,5.1043210000000006,6.256780000000001,6.765196000000001,7.217104000000001,9.339017000000002,10.256049000000003,11.136330000000003,12.855698000000002,13.327370000000002,14.332879000000002,14.768500000000001,16.062264000000003,16.859293,17.157763,17.674485,18.341734000000002,18.777821000000003,19.064518000000003,19.358647000000005,19.870364000000006,20.132709000000006,20.371612000000006,21.930640000000007,22.397431000000008,22.864700000000006,23.038229000000005,23.423934000000006,23.658060000000006,24.050852000000006,24.217252000000006,24.570323000000005,24.757746000000004,25.486614000000003,25.995980000000003,26.212914,27.245938000000002,27.483916,28.021245,28.287926,28.784516999999997,29.158182999999998,30.006771999999998,30.835786999999996,31.452803999999997,31.916383999999997,32.394197,32.964907,33.219189,33.771267,34.071371,34.837941,35.264914,35.519628,36.149271,36.6894,37.386706,37.697063,38.17242,38.461823,38.723756,39.118326,39.437379,39.891115,40.377337,40.789161,41.061609,41.468776,41.875228,42.651898,43.105767,43.388974,43.64181,43.860027,44.9863,45.174933,45.429614,45.77962,46.081056000000004,46.527025,47.969293,48.664437,49.039844,49.686177,50.108224,50.498241,51.186636,51.503165,52.386826,52.444665,53.294596,53.639337999999995,54.32090899999999,55.69614599999999,58.00836699999999,59.23518099999999,60.22907699999999,61.69765499999999,63.58031999999999,63.766912999999995,64.27170799999999,64.63582699999999,65.12673799999999,65.51523499999999,66.233904,66.46981099999999,66.817455,67.238575,67.49088,67.854574,68.364426,68.685273,69.19719699999999,69.490479,70.03344799999999,70.35818699999999,70.55707799999999,70.95896699999999,71.54695699999999,72.077146,72.347684,72.665053,73.365815,73.808744,74.011353,74.192969,74.44728900000001,74.928621,75.435551,75.7998,76.140735,76.44198800000001,76.802176,77.440901
2-2804581,,0,0.301253,0.442934,1.42499,2.038607,2.306736,2.661603,2.991079,3.386925,3.673083,4.753585,5.9060440000000005,6.41446,6.866368,8.988281,9.905313000000001,10.785594000000001,12.504962,12.976634,13.982143,14.417764,15.711528,16.508557,16.807026999999998,17.323749,17.990997999999998,18.427084999999998,18.713782,19.007911,19.519628,19.781973,20.020876,21.579904000000003,22.046695000000003,22.513964,22.687493,23.073198,23.307324,23.700116,23.866516,24.219587,24.40701,25.135877999999998,25.645243999999998,25.862177999999997,26.895201999999998,27.133179999999996,27.670508999999996,27.937189999999994,28.433780999999993,28.807446999999993,29.656035999999993,30.48505099999999,31.102067999999992,31.565647999999992,32.04346099999999,32.61417099999999,32.868452999999995,33.420531,33.720634999999994,34.487204999999996,34.91417799999999,35.16889199999999,35.798534999999994,36.338663999999994,37.03596999999999,37.346326999999995,37.821684,38.111087,38.37302,38.76759,39.086642999999995,39.540378999999994,40.02660099999999,40.438424999999995,40.71087299999999,41.11803999999999,41.524491999999995,42.301162,42.755030999999995,43.03823799999999,43.291073999999995,43.509291,44.635563999999995,44.824197,45.078877999999996,45.428884,45.73032,46.176289,47.618556999999996,48.313700999999995,48.689108,49.335440999999996,49.757487999999995,50.147504999999995,50.835899999999995,51.152429,52.03609,52.093929,52.94386,53.288602,53.970172999999996,55.345409999999994,57.657630999999995,58.88444499999999,59.87834099999999,61.34691899999999,63.229583999999996,63.416177,63.920972,64.285091,64.77600199999999,65.16449899999999,65.883168,66.119075,66.466719,66.887839,67.140144,67.503838,68.01369,68.334537,68.84646099999999,69.139743,69.682712,70.00745099999999,70.20634199999999,70.60823099999999,71.196221,71.72640999999999,71.99694799999999,72.31431699999999,73.01507899999999,73.45800799999999,73.66061699999999,73.842233,74.096553,74.577885,75.08481499999999,75.44906399999999,75.789999,76.091252,76.45143999999999,77.09016499999998
3-2804582,,,0,0.141681,1.123737,1.7373539999999998,2.005483,2.36035,2.689826,3.085672,3.37183,4.452332,5.6047910000000005,6.113207000000001,6.5651150000000005,8.687028000000002,9.604060000000002,10.484341000000002,12.203709000000002,12.675381000000002,13.680890000000002,14.116511000000001,15.410275,16.207304,16.505774,17.022496,17.689745000000002,18.125832000000003,18.412529000000003,18.706658000000004,19.218375000000005,19.480720000000005,19.719623000000006,21.278651000000007,21.745442000000008,22.212711000000006,22.386240000000004,22.771945000000006,23.006071000000006,23.398863000000006,23.565263000000005,23.918334000000005,24.105757000000004,24.834625000000003,25.343991000000003,25.560925,26.593949000000002,26.831927,27.369256,27.635937,28.132527999999997,28.506193999999997,29.354782999999998,30.183797999999996,30.800814999999997,31.264394999999997,31.742207999999998,32.312917999999996,32.5672,33.119278,33.419382,34.185952,34.612925,34.867639,35.497282,36.037411,36.734716999999996,37.045074,37.520431,37.809834,38.071767,38.466337,38.78539,39.239126,39.725348,40.137172,40.40962,40.816787,41.223239,41.999909,42.453778,42.736985,42.989821,43.208038,44.334311,44.522944,44.777625,45.127631,45.429067,45.875036,47.317304,48.012448,48.387855,49.034188,49.456235,49.846252,50.534647,50.851176,51.734837,51.792676,52.642607,52.987348999999995,53.66891999999999,55.04415699999999,57.35637799999999,58.58319199999999,59.57708799999999,61.04566599999999,62.92833099999999,63.114923999999995,63.619718999999996,63.983838,64.474749,64.863246,65.58191500000001,65.817822,66.16546600000001,66.58658600000001,66.83889100000002,67.20258500000001,67.71243700000001,68.03328400000001,68.545208,68.83849000000001,69.381459,69.706198,69.905089,70.306978,70.894968,71.42515700000001,71.69569500000001,72.01306400000001,72.71382600000001,73.15675500000002,73.35936400000001,73.54098000000002,73.79530000000003,74.27663200000002,74.78356200000002,75.14781100000002,75.48874600000002,75.78999900000002,76.15018700000002,76.78891200000001
4-2807389,,,,0,0.9820559999999999,1.595673,1.863802,2.218669,2.548145,2.943991,3.230149,4.310651,5.46311,5.971526000000001,6.423434,8.545347,9.462379,10.34266,12.062028,12.5337,13.539209,13.974829999999999,15.268593999999998,16.065623,16.364092999999997,16.880815,17.548063999999997,17.984150999999997,18.270847999999997,18.564977,19.076694,19.339039,19.577942,21.13697,21.603761000000002,22.07103,22.244559,22.630264,22.86439,23.257182,23.423582,23.776653,23.964076,24.692943999999997,25.202309999999997,25.419243999999996,26.452267999999997,26.690245999999995,27.227574999999995,27.494255999999993,27.99084699999999,28.36451299999999,29.213101999999992,30.04211699999999,30.65913399999999,31.12271399999999,31.600526999999992,32.17123699999999,32.425518999999994,32.977596999999996,33.27770099999999,34.044270999999995,34.47124399999999,34.72595799999999,35.35560099999999,35.89572999999999,36.59303599999999,36.903392999999994,37.37875,37.668153,37.930085999999996,38.324656,38.643708999999994,39.09744499999999,39.58366699999999,39.995490999999994,40.26793899999999,40.67510599999999,41.081557999999994,41.858228,42.312096999999994,42.59530399999999,42.848139999999994,43.066356999999996,44.192629999999994,44.381263,44.635943999999995,44.985949999999995,45.287386,45.733354999999996,47.175622999999995,47.870766999999994,48.246173999999996,48.892506999999995,49.314553999999994,49.704570999999994,50.392965999999994,50.709495,51.59315599999999,51.650994999999995,52.50092599999999,52.84566799999999,53.52723899999999,54.902475999999986,57.21469699999999,58.441510999999984,59.435406999999984,60.903984999999984,62.78664999999999,62.97324299999999,63.47803799999999,63.84215699999999,64.333068,64.721565,65.440234,65.676141,66.023785,66.444905,66.69721000000001,67.06090400000001,67.570756,67.891603,68.403527,68.696809,69.239778,69.564517,69.763408,70.165297,70.753287,71.28347600000001,71.55401400000001,71.87138300000001,72.572145,73.01507400000001,73.21768300000001,73.39929900000001,73.65361900000002,74.13495100000002,74.64188100000001,75.00613000000001,75.34706500000001,75.64831800000002,76.00850600000001,76.647231
5-2804034,,,,,0,0.613617,0.8817459999999999,1.236613,1.566089,1.961935,2.248093,3.328595,4.481054,4.989470000000001,5.441378,7.563291,8.480323,9.360604,11.079972,11.551644,12.557153,12.992773999999999,14.286537999999998,15.083566999999999,15.382036999999999,15.898758999999998,16.566007999999997,17.002094999999997,17.288791999999997,17.582921,18.094638,18.356983,18.595886,20.154914,20.621705000000002,21.088974,21.262503,21.648208,21.882334,22.275126,22.441526,22.794597,22.98202,23.710887999999997,24.220253999999997,24.437187999999995,25.470211999999997,25.708189999999995,26.245518999999994,26.512199999999993,27.00879099999999,27.38245699999999,28.231045999999992,29.06006099999999,29.67707799999999,30.14065799999999,30.618470999999992,31.18918099999999,31.44346299999999,31.995540999999992,32.29564499999999,33.062214999999995,33.48918799999999,33.74390199999999,34.37354499999999,34.91367399999999,35.61097999999999,35.921336999999994,36.396694,36.686097,36.948029999999996,37.3426,37.661652999999994,38.11538899999999,38.60161099999999,39.013434999999994,39.28588299999999,39.69304999999999,40.099501999999994,40.876172,41.330040999999994,41.61324799999999,41.866083999999994,42.084300999999996,43.210573999999994,43.399207,43.653887999999995,44.003893999999995,44.30533,44.751298999999996,46.193566999999994,46.888710999999994,47.264117999999996,47.910450999999995,48.332497999999994,48.722514999999994,49.410909999999994,49.727439,50.61109999999999,50.668938999999995,51.51886999999999,51.86361199999999,52.54518299999999,53.920419999999986,56.23264099999999,57.459454999999984,58.453350999999984,59.921928999999984,61.80459399999999,61.99118699999999,62.49598199999999,62.86010099999999,63.35101199999999,63.73950899999999,64.45817799999999,64.69408499999999,65.04172899999999,65.46284899999999,65.715154,66.078848,66.58869999999999,66.90954699999999,67.42147099999998,67.71475299999999,68.25772199999999,68.58246099999998,68.78135199999998,69.18324099999998,69.77123099999999,70.30141999999998,70.57195799999998,70.88932699999998,71.59008899999998,72.03301799999998,72.23562699999998,72.41724299999998,72.67156299999999,73.15289499999999,73.65982499999998,74.02407399999998,74.36500899999999,74.66626199999999,75.02644999999998,75.66517499999998
6-2804035,,,,,,0,0.268129,0.622996,0.952472,1.348318,1.6344759999999998,2.714978,3.867437,4.375852999999999,4.827760999999999,6.949673999999999,7.866705999999999,8.746986999999999,10.466354999999998,10.938026999999998,11.943535999999998,12.379156999999998,13.672920999999997,14.469949999999997,14.768419999999997,15.285141999999997,15.952390999999997,16.388477999999996,16.675174999999996,16.969303999999998,17.481021,17.743365999999998,17.982269,19.541297,20.008088,20.475357000000002,20.648886,21.034591000000002,21.268717000000002,21.661509000000002,21.827909000000002,22.18098,22.368403,23.097271,23.606637,23.823570999999998,24.856595,25.094572999999997,25.631901999999997,25.898582999999995,26.395173999999994,26.768839999999994,27.617428999999994,28.446443999999993,29.063460999999993,29.527040999999993,30.004853999999995,30.575563999999993,30.829845999999993,31.381923999999994,31.682027999999995,32.448598,32.875570999999994,33.13028499999999,33.759927999999995,34.300056999999995,34.99736299999999,35.307719999999996,35.783077,36.07248,36.334413,36.728983,37.048035999999996,37.501771999999995,37.98799399999999,38.399817999999996,38.67226599999999,39.079432999999995,39.485884999999996,40.262555,40.716423999999996,40.999630999999994,41.252466999999996,41.470684,42.596956999999996,42.78559,43.040271,43.390277,43.691713,44.137682,45.57995,46.275093999999996,46.650501,47.296834,47.718880999999996,48.108897999999996,48.797292999999996,49.113822,49.997483,50.055322000000004,50.905253,51.249995,51.931566,53.306802999999995,55.619023999999996,56.84583799999999,57.83973399999999,59.308311999999994,61.190977,61.37757,61.882365,62.246484,62.737395,63.125892,63.844561,64.080468,64.428112,64.849232,65.10153700000001,65.465231,65.975083,66.29593,66.80785399999999,67.101136,67.644105,67.96884399999999,68.167735,68.56962399999999,69.157614,69.687803,69.958341,70.27571,70.976472,71.41940100000001,71.62201,71.80362600000001,72.05794600000002,72.53927800000001,73.04620800000001,73.41045700000001,73.75139200000001,74.05264500000001,74.412833,75.051558
7-2804037,,,,,,,0,0.354867,0.684343,1.080189,1.366347,2.4468490000000003,3.5993080000000006,4.107724000000001,4.559632000000001,6.681545000000001,7.598577000000001,8.478858,10.198226,10.669898,11.675407,12.111028,13.404791999999999,14.201820999999999,14.500290999999999,15.017012999999999,15.684261999999999,16.120348999999997,16.407045999999998,16.701175,17.212892,17.475237,17.71414,19.273168000000002,19.739959000000002,20.207228,20.380757,20.766462,21.000588,21.39338,21.55978,21.912851,22.100274,22.829141999999997,23.338507999999997,23.555441999999996,24.588465999999997,24.826443999999995,25.363772999999995,25.630453999999993,26.127044999999992,26.500710999999992,27.349299999999992,28.17831499999999,28.79533199999999,29.25891199999999,29.736724999999993,30.30743499999999,30.56171699999999,31.113794999999993,31.413898999999994,32.180468999999995,32.60744199999999,32.86215599999999,33.49179899999999,34.03192799999999,34.72923399999999,35.039590999999994,35.514948,35.804351,36.066283999999996,36.460854,36.779906999999994,37.233642999999994,37.71986499999999,38.131688999999994,38.40413699999999,38.81130399999999,39.217755999999994,39.994426,40.448294999999995,40.73150199999999,40.984337999999994,41.202555,42.328827999999994,42.517461,42.772141999999995,43.122147999999996,43.423584,43.869552999999996,45.311820999999995,46.006964999999994,46.382372,47.028704999999995,47.450751999999994,47.840768999999995,48.529163999999994,48.845693,49.729354,49.787193,50.637124,50.981866,51.663436999999995,53.03867399999999,55.350894999999994,56.57770899999999,57.57160499999999,59.04018299999999,60.922847999999995,61.109441,61.614236,61.978355,62.469266,62.857763,63.576432,63.812338999999994,64.159983,64.581103,64.833408,65.197102,65.706954,66.027801,66.53972499999999,66.833007,67.375976,67.70071499999999,67.89960599999999,68.30149499999999,68.889485,69.41967399999999,69.69021199999999,70.00758099999999,70.70834299999999,71.15127199999999,71.35388099999999,71.53549699999999,71.789817,72.271149,72.77807899999999,73.14232799999999,73.483263,73.784516,74.14470399999999,74.78342899999998
8-2804039,,,,,,,,0,0.32947600000000005,0.725322,1.01148,2.091982,3.244441,3.752857,4.204765,6.326678,7.24371,8.123991,9.843359,10.315031,11.32054,11.756160999999999,13.049924999999998,13.846953999999998,14.145423999999998,14.662145999999998,15.329394999999998,15.765481999999999,16.052179,16.346308,16.858025,17.12037,17.359273,18.918301000000003,19.385092000000004,19.852361000000002,20.02589,20.411595000000002,20.645721,21.038513000000002,21.204913,21.557984,21.745407,22.474275,22.983641,23.200574999999997,24.233598999999998,24.471576999999996,25.008905999999996,25.275586999999994,25.772177999999993,26.145843999999993,26.994432999999994,27.823447999999992,28.440464999999993,28.904044999999993,29.381857999999994,29.952567999999992,30.206849999999992,30.758927999999994,31.059031999999995,31.825601999999996,32.25257499999999,32.50728899999999,33.136931999999995,33.677060999999995,34.37436699999999,34.684723999999996,35.160081,35.449484,35.711417,36.105987,36.425039999999996,36.878775999999995,37.36499799999999,37.776821999999996,38.04926999999999,38.456436999999994,38.862888999999996,39.639559,40.093427999999996,40.37663499999999,40.629470999999995,40.847688,41.973960999999996,42.162594,42.417275,42.767281,43.068717,43.514686,44.956953999999996,45.652097999999995,46.027505,46.673837999999996,47.095884999999996,47.485901999999996,48.174296999999996,48.490826,49.374487,49.432326,50.282257,50.626999,51.308569999999996,52.683806999999995,54.996027999999995,56.22284199999999,57.21673799999999,58.68531599999999,60.567980999999996,60.754574,61.259369,61.623488,62.114399,62.502896,63.221565,63.457471999999996,63.805116,64.226236,64.478541,64.842235,65.352087,65.672934,66.18485799999999,66.47814,67.021109,67.34584799999999,67.54473899999999,67.94662799999999,68.534618,69.064807,69.335345,69.652714,70.353476,70.79640500000001,70.999014,71.18063000000001,71.43495000000001,71.91628200000001,72.423212,72.78746100000001,73.12839600000001,73.42964900000001,73.789837,74.428562
9-2804041,,,,,,,,,0,0.39584600000000003,0.682004,1.7625060000000001,2.9149650000000005,3.4233810000000005,3.8752890000000004,5.997202000000001,6.914234,7.7945150000000005,9.513883,9.985555,10.991064,11.426684999999999,12.720448999999999,13.517477999999999,13.815947999999999,14.332669999999998,14.999918999999998,15.436005999999999,15.722703,16.016832,16.528549,16.790894,17.029797000000002,18.588825000000003,19.055616000000004,19.522885000000002,19.696414,20.082119000000002,20.316245000000002,20.709037000000002,20.875437,21.228508,21.415931,22.144799,22.654165,22.871098999999997,23.904123,24.142100999999997,24.679429999999996,24.946110999999995,25.442701999999993,25.816367999999994,26.664956999999994,27.493971999999992,28.110988999999993,28.574568999999993,29.052381999999994,29.623091999999993,29.877373999999993,30.429451999999994,30.729555999999995,31.496125999999997,31.923098999999997,32.177813,32.807456,33.347585,34.044891,34.355248,34.830605000000006,35.120008000000006,35.381941000000005,35.776511000000006,36.095564,36.5493,37.035522,37.447346,37.719794,38.126961,38.533413,39.310083000000006,39.763952,40.047159,40.299995,40.518212000000005,41.644485,41.833118000000006,42.087799000000004,42.437805000000004,42.73924100000001,43.185210000000005,44.627478,45.322622,45.698029000000005,46.344362000000004,46.766409,47.156426,47.844821,48.161350000000006,49.045011,49.102850000000004,49.952781,50.297523,50.979093999999996,52.354330999999995,54.666551999999996,55.89336599999999,56.88726199999999,58.35583999999999,60.238504999999996,60.425098,60.929893,61.294012,61.784923,62.17342,62.892089,63.127995999999996,63.47564,63.89676,64.14906500000001,64.512759,65.022611,65.343458,65.85538199999999,66.148664,66.691633,67.01637199999999,67.215263,67.61715199999999,68.205142,68.735331,69.005869,69.323238,70.024,70.46692900000001,70.669538,70.85115400000001,71.10547400000002,71.58680600000001,72.093736,72.45798500000001,72.79892000000001,73.10017300000001,73.460361,74.099086
10-2804589,,,,,,,,,,0,0.28615799999999997,1.36666,2.519119,3.027535,3.479443,5.601356,6.518388,7.398669,9.118037,9.589709,10.595218,11.030838999999999,12.324602999999998,13.121631999999998,13.420101999999998,13.936823999999998,14.604072999999998,15.040159999999998,15.326856999999999,15.620985999999998,16.132703,16.395048,16.633951,18.192979,18.65977,19.127039000000003,19.300568000000002,19.686273000000003,19.920399000000003,20.313191000000003,20.479591000000003,20.832662000000003,21.020085,21.748953,22.258319,22.475253,23.508277,23.746254999999998,24.283583999999998,24.550264999999996,25.046855999999995,25.420521999999995,26.269110999999995,27.098125999999993,27.715142999999994,28.178722999999994,28.656535999999996,29.227245999999994,29.481527999999994,30.033605999999995,30.333709999999996,31.100279999999998,31.527252999999998,31.781966999999998,32.411609999999996,32.951738999999996,33.649044999999994,33.959402,34.434759,34.724162,34.986095,35.380665,35.699718,36.153453999999996,36.639675999999994,37.0515,37.323947999999994,37.731114999999996,38.137567,38.914237,39.368106,39.651312999999995,39.904149,40.122366,41.248639,41.437272,41.691953,42.041959,42.343395,42.789364,44.231632,44.926776,45.302183,45.948516,46.370563,46.76058,47.448975,47.765504,48.649164999999996,48.707004,49.556934999999996,49.90167699999999,50.58324799999999,51.95848499999999,54.27070599999999,55.49751999999999,56.49141599999999,57.95999399999999,59.84265899999999,60.02925199999999,60.534046999999994,60.898165999999996,61.38907699999999,61.777573999999994,62.49624299999999,62.73214999999999,63.07979399999999,63.500913999999995,63.753218999999994,64.116913,64.62676499999999,64.94761199999999,65.45953599999999,65.75281799999999,66.29578699999999,66.62052599999998,66.81941699999999,67.22130599999998,67.80929599999999,68.339485,68.610023,68.927392,69.628154,70.071083,70.273692,70.455308,70.70962800000001,71.19096,71.69789,72.062139,72.403074,72.704327,73.064515,73.70324
