순번_정류장ID,21-2801135,22-2801131,23-2801120,24-2800852,25-2800845,26-2800854,27-2801103,28-2801110,29-2801114,30-2801107,31-2801075,32-2801069,33-2801062,34-2800856,35-2801051,36-2801056,37-2801045,38-2804917
21-2801135,0,0.34444,0.57141,0.7430699999999999,1.098746,1.666268,1.800097,2.483254,2.8133660000000003,3.2334810000000003,3.376399,3.558134,3.78877,3.976712,4.572753,5.022723999999999,5.3898459999999995,6.133545999999999
22-2801131,,0,0.22696999999999998,0.39862999999999993,0.7543059999999999,1.321828,1.455657,2.138814,2.468926,2.889041,3.031959,3.2136940000000003,3.4443300000000003,3.6322720000000004,4.228313,4.678284,5.045406,5.789106
23-2801120,,,0,0.17165999999999998,0.527336,1.0948579999999999,1.2286869999999999,1.9118439999999999,2.241956,2.662071,2.804989,2.9867239999999997,3.2173599999999998,3.405302,4.001342999999999,4.451313999999999,4.818435999999999,5.562135999999999
24-2800852,,,,0,0.35567600000000005,0.923198,1.057027,1.740184,2.070296,2.490411,2.633329,2.8150639999999996,3.0456999999999996,3.2336419999999997,3.8296829999999997,4.279654,4.646776,5.390476
25-2800845,,,,,0,0.567522,0.701351,1.3845079999999998,1.7146199999999998,2.1347349999999996,2.2776529999999995,2.4593879999999997,2.6900239999999997,2.877966,3.474007,3.923978,4.2911,5.034800000000001
26-2800854,,,,,,0,0.133829,0.816986,1.147098,1.567213,1.710131,1.891866,2.122502,2.310444,2.906485,3.356456,3.7235780000000003,4.467278
27-2801103,,,,,,,0,0.683157,1.013269,1.433384,1.576302,1.758037,1.9886730000000001,2.176615,2.772656,3.222627,3.5897490000000003,4.333449
28-2801110,,,,,,,,0,0.330112,0.750227,0.893145,1.0748799999999998,1.305516,1.493458,2.089499,2.53947,2.9065920000000003,3.6502920000000003
29-2801114,,,,,,,,,0,0.42011499999999996,0.563033,0.744768,0.9754039999999999,1.163346,1.7593869999999998,2.209358,2.57648,3.32018
30-2801107,,,,,,,,,,0,0.14291800000000002,0.32465299999999997,0.5552889999999999,0.743231,1.3392719999999998,1.789243,2.156365,2.900065
31-2801075,,,,,,,,,,,0,0.18173499999999998,0.412371,0.600313,1.196354,1.646325,2.013447,2.7571470000000002
32-2801069,,,,,,,,,,,,0,0.230636,0.418578,1.014619,1.4645899999999998,1.8317119999999998,2.575412
33-2801062,,,,,,,,,,,,,0,0.187942,0.7839829999999999,1.2339539999999998,1.6010759999999997,2.3447759999999995
34-2800856,,,,,,,,,,,,,,0,0.5960409999999999,1.046012,1.413134,2.156834
35-2801051,,,,,,,,,,,,,,,0,0.449971,0.8170930000000001,1.560793
36-2801056,,,,,,,,,,,,,,,,0,0.367122,1.110822
37-2801045,,,,,,,,,,,,,,,,,0,0.7437
38-2804917,,,,,,,,,,,,,,,,,,0
