순번_정류장ID,26-2801790,27-2801977,28-2805598,29-2802051,30-2802098,31-2802129,32-2802141,33-2802128,34-2802124,35-2802114,36-2802097,37-2802102,38-2802125,39-2802139,40-2802148,41-2802156,42-2802146,43-2802130,44-2802109,45-2802072,46-2802044,47-2801998,48-2801981,49-2801879,50-2801856
26-2801790,0,0.393925,0.6333219999999999,1.092654,1.464691,2.061508,2.62341,2.8892789999999997,3.2285759999999994,3.7824299999999993,4.364246,4.6904129999999995,4.9154729999999995,5.507241,6.122051,6.64728,6.909894,7.155175000000001,7.484965000000001,7.769228000000001,8.75858,8.875126,9.085237,9.297939,9.499615
27-2801977,,0,0.23939699999999997,0.6987289999999999,1.0707659999999999,1.667583,2.229485,2.495354,2.834651,3.388505,3.9703209999999998,4.296488,4.521548,5.113316,5.7281260000000005,6.253355000000001,6.515969000000001,6.761250000000001,7.091040000000001,7.3753030000000015,8.364655,8.481201,8.691312,8.904014,9.105690000000001
28-2805598,,,0,0.45933199999999996,0.831369,1.4281860000000002,1.990088,2.255957,2.5952539999999997,3.1491079999999996,3.7309239999999995,4.057091,4.282151,4.873919,5.488729,6.013958000000001,6.276572000000001,6.521853000000001,6.851643000000001,7.135906000000001,8.125258,8.241804,8.451915,8.664617,8.866293
29-2802051,,,,0,0.372037,0.9688540000000001,1.5307560000000002,1.7966250000000001,2.135922,2.6897759999999997,3.2715919999999996,3.5977589999999995,3.8228189999999995,4.414586999999999,5.0293969999999995,5.554625999999999,5.817239999999999,6.062520999999999,6.392310999999999,6.676574,7.665926,7.782471999999999,7.992583,8.205285,8.406961
30-2802098,,,,,0,0.596817,1.158719,1.424588,1.763885,2.317739,2.899555,3.2257219999999998,3.450782,4.04255,4.657360000000001,5.182589,5.445203,5.6904840000000005,6.020274000000001,6.304537000000001,7.293889000000001,7.4104350000000005,7.620546000000001,7.833248000000001,8.034924000000002
31-2802129,,,,,,0,0.561902,0.827771,1.167068,1.7209219999999998,2.3027379999999997,2.6289049999999996,2.8539649999999996,3.4457329999999997,4.060543,4.585772,4.8483860000000005,5.093667000000001,5.423457000000001,5.707720000000001,6.697072000000001,6.813618000000001,7.023729000000001,7.236431000000001,7.438107000000001
32-2802141,,,,,,,0,0.265869,0.605166,1.15902,1.7408359999999998,2.0670029999999997,2.2920629999999997,2.883831,3.498641,4.0238700000000005,4.286484000000001,4.531765000000001,4.861555000000001,5.145818000000001,6.135170000000001,6.251716000000001,6.461827000000001,6.6745290000000015,6.8762050000000015
33-2802128,,,,,,,,0,0.33929699999999996,0.8931509999999999,1.474967,1.8011339999999998,2.026194,2.617962,3.2327719999999998,3.7580009999999997,4.020614999999999,4.265896,4.595686,4.879949,5.869301,5.985847,6.195958,6.40866,6.610336
34-2802124,,,,,,,,,0,0.553854,1.13567,1.461837,1.686897,2.278665,2.8934750000000005,3.4187040000000004,3.6813180000000005,3.9265990000000004,4.256389,4.540652000000001,5.530004000000001,5.64655,5.856661000000001,6.069363000000001,6.271039000000001
35-2802114,,,,,,,,,,0,0.581816,0.907983,1.133043,1.724811,2.339621,2.86485,3.1274640000000002,3.372745,3.702535,3.9867980000000003,4.9761500000000005,5.092696,5.3028070000000005,5.515509000000001,5.717185000000001
36-2802097,,,,,,,,,,,0,0.326167,0.5512269999999999,1.142995,1.757805,2.283034,2.545648,2.7909289999999998,3.120719,3.404982,4.394334,4.510879999999999,4.720991,4.933693,5.135369
37-2802102,,,,,,,,,,,,0,0.22505999999999998,0.8168280000000001,1.4316380000000002,1.9568670000000001,2.219481,2.464762,2.794552,3.078815,4.068167,4.1847129999999995,4.394824,4.607526,4.809202
38-2802125,,,,,,,,,,,,,0,0.5917680000000001,1.2065780000000002,1.731807,1.994421,2.239702,2.569492,2.853755,3.843107,3.959653,4.169764,4.382466,4.584142
39-2802139,,,,,,,,,,,,,,0,0.6148100000000001,1.140039,1.402653,1.647934,1.977724,2.261987,3.2513389999999998,3.367885,3.5779959999999997,3.790698,3.992374
40-2802148,,,,,,,,,,,,,,,0,0.525229,0.787843,1.033124,1.362914,1.647177,2.636529,2.753075,2.963186,3.175888,3.377564
41-2802156,,,,,,,,,,,,,,,,0,0.262614,0.507895,0.837685,1.121948,2.1113,2.227846,2.437957,2.650659,2.852335
42-2802146,,,,,,,,,,,,,,,,,0,0.245281,0.575071,0.859334,1.848686,1.965232,2.1753430000000002,2.3880450000000004,2.5897210000000004
43-2802130,,,,,,,,,,,,,,,,,,0,0.32979,0.614053,1.603405,1.719951,1.930062,2.142764,2.34444
44-2802109,,,,,,,,,,,,,,,,,,,0,0.284263,1.273615,1.390161,1.600272,1.8129739999999999,2.01465
45-2802072,,,,,,,,,,,,,,,,,,,,0,0.989352,1.105898,1.316009,1.528711,1.730387
46-2802044,,,,,,,,,,,,,,,,,,,,,0,0.116546,0.32665700000000003,0.539359,0.741035
47-2801998,,,,,,,,,,,,,,,,,,,,,,0,0.21011100000000002,0.422813,0.624489
48-2801981,,,,,,,,,,,,,,,,,,,,,,,0,0.212702,0.414378
49-2801879,,,,,,,,,,,,,,,,,,,,,,,,0,0.201676
50-2801856,,,,,,,,,,,,,,,,,,,,,,,,,0
