순번_정류장ID,63-2805804,64-2801168,65-2803645,66-2801666,67-2801633,68-2801192,69-2801636,70-2801604,71-2801564,72-2801520,73-2801485,74-2801450,75-2801438,76-2805321,77-2801461,78-2801462,79-2804438,80-2803790,81-2803644,82-2803555,83-2800677,84-2800668,85-2800656,86-2800661,87-2800630,88-2806418,89-2806633,90-2804896,91-2805037,92-2805221,93-2805232,94-2805872,95-2806173,96-2805499,97-2805843,98-2805408,99-2804947,100-2805317,101-2805874,102-2805024,103-2806658,104-2806743,105-2805680,106-2800575,107-2800562,108-2806838,109-2800555,110-2800541,111-2800530,112-2800523,113-2800519,114-2800517,115-2800515,116-2800508,117-2807101,118-2805797,119-2800504,120-2800510,121-2805304,122-2807046,123-2806655,124-2806799
63-2805804,0,0.24429499999999998,0.459156,0.904613,1.156167,1.522106,1.774633,2.041098,2.308305,2.619313,2.938538,3.3756749999999998,3.974291,4.122821,4.309697,4.873501,5.008045,6.925507,7.600776,8.06005,8.475886000000001,8.827297000000002,9.037942000000001,9.959855000000001,10.453614000000002,10.911958000000002,11.575538000000002,11.882235000000001,12.123540000000002,12.465015000000001,12.656674,13.085159,13.569838,13.843755000000002,14.052651000000001,14.338188,14.499325,14.765037000000001,14.966597000000002,15.188562000000003,16.590009000000002,16.917764000000002,17.225065,17.443487,17.704475000000002,17.781722000000002,18.201229,18.681369,18.966256,19.210474,19.369514000000002,19.549161,20.115597,20.320535,21.102064,21.311352,21.574586,22.107073,23.249446,23.484848,24.089823,24.288477999999998
64-2801168,,0,0.21486100000000002,0.660318,0.911872,1.277811,1.530338,1.796803,2.06401,2.3750180000000003,2.694243,3.13138,3.729996,3.878526,4.065402,4.629206,4.76375,6.681212,7.3564810000000005,7.815755,8.231591,8.583002,8.793647,9.71556,10.209319,10.667663000000001,11.331243,11.63794,11.879245000000001,12.22072,12.412379,12.840864,13.325543,13.59946,13.808356,14.093893,14.25503,14.520742,14.722302,14.944267000000002,16.345714,16.673469,16.98077,17.199192,17.46018,17.537427,17.956934,18.437074,18.721961,18.966179,19.125219,19.304866,19.871302,20.07624,20.857768999999998,21.067057,21.330291,21.862778,23.005150999999998,23.240553,23.845527999999998,24.044182999999997
65-2803645,,,0,0.445457,0.697011,1.06295,1.315477,1.581942,1.849149,2.160157,2.4793819999999998,2.9165189999999996,3.515135,3.663665,3.8505409999999998,4.414345,4.548889,6.4663509999999995,7.14162,7.600893999999999,8.016729999999999,8.368141,8.578786,9.500699,9.994458,10.452802,11.116382,11.423079,11.664384,12.005859000000001,12.197518,12.626003,13.110682,13.384599000000001,13.593495,13.879032,14.040169,14.305881000000001,14.507441000000002,14.729406000000003,16.130853000000002,16.458608,16.765909,16.984331,17.245319000000002,17.322566000000002,17.742073,18.222213,18.5071,18.751318,18.910358000000002,19.090005,19.656441,19.861379,20.642908,20.852196,21.11543,21.647917,22.79029,23.025692,23.630667,23.829321999999998
66-2801666,,,,0,0.251554,0.6174930000000001,0.87002,1.136485,1.403692,1.7147,2.033925,2.471062,3.0696779999999997,3.2182079999999997,3.4050839999999996,3.9688879999999997,4.103432,6.020894,6.696163,7.155437,7.571273,7.922683999999999,8.133329,9.055242,9.549001,10.007345,10.670925,10.977622,11.218927,11.560402,11.752061,12.180546,12.665225,12.939142,13.148038,13.433575,13.594712,13.860424,14.061984,14.283949000000002,15.685396,16.013151,16.320452,16.538874,16.799862,16.877109,17.296616,17.776756,18.061643,18.305861,18.464901,18.644548,19.210984,19.415922,20.197450999999997,20.406738999999998,20.669973,21.20246,22.344832999999998,22.580235,23.185209999999998,23.383864999999997
67-2801633,,,,,0,0.365939,0.618466,0.8849309999999999,1.1521379999999999,1.4631459999999998,1.782371,2.219508,2.818124,2.966654,3.15353,3.717334,3.851878,5.76934,6.444609,6.9038829999999995,7.319718999999999,7.671129999999999,7.881774999999999,8.803688,9.297447,9.755791,10.419371,10.726068,10.967373,11.308848000000001,11.500507,11.928992000000001,12.413671,12.687588000000002,12.896484000000001,13.182021,13.343158,13.608870000000001,13.810430000000002,14.032395000000003,15.433842000000002,15.761597000000002,16.068898,16.28732,16.548308000000002,16.625555000000002,17.045062,17.525202,17.810089,18.054307,18.213347000000002,18.392994,18.95943,19.164368,19.945897,20.155185,20.418419,20.950906,22.093279,22.328681,22.933656,23.132310999999998
68-2801192,,,,,,0,0.252527,0.518992,0.7861990000000001,1.097207,1.416432,1.8535689999999998,2.452185,2.600715,2.787591,3.351395,3.485939,5.403401000000001,6.078670000000001,6.537944,6.95378,7.305191,7.515836,8.437749,8.931508000000001,9.389852000000001,10.053432,10.360129,10.601434000000001,10.942909,11.134568,11.563053,12.047732,12.321649,12.530545,12.816082,12.977219,13.242931,13.444491000000001,13.666456000000002,15.067903000000001,15.395658000000001,15.702959000000002,15.921381000000002,16.182369,16.259616,16.679123,17.159263,17.44415,17.688368,17.847408,18.027055,18.593491,18.798429,19.579957999999998,19.789246,20.05248,20.584967,21.727339999999998,21.962742,22.567717,22.766371999999997
69-2801636,,,,,,,0,0.266465,0.533672,0.8446800000000001,1.1639050000000002,1.601042,2.1996580000000003,2.3481880000000004,2.535064,3.0988680000000004,3.2334120000000004,5.150874,5.826143,6.285417,6.7012529999999995,7.052663999999999,7.263309,8.185222,8.678981,9.137325,9.800905,10.107602,10.348907,10.690382,10.882041,11.310526,11.795205,12.069122,12.278018,12.563555,12.724692,12.990404,13.191964,13.413929000000001,14.815376,15.143131,15.450432000000001,15.668854000000001,15.929842,16.007089,16.426596,16.906736,17.191623,17.435841,17.594881,17.774528,18.340964,18.545901999999998,19.327430999999997,19.536718999999998,19.799953,20.33244,21.474812999999997,21.710214999999998,22.315189999999998,22.513844999999996
70-2801604,,,,,,,,0,0.26720700000000003,0.578215,0.89744,1.334577,1.933193,2.0817229999999998,2.2685989999999996,2.8324029999999993,2.9669469999999993,4.884409,5.559678,6.018952,6.434787999999999,6.786198999999999,6.996843999999999,7.918756999999999,8.412516,8.87086,9.53444,9.841137,10.082442,10.423917,10.615575999999999,11.044061,11.528739999999999,11.802657,12.011553,12.297089999999999,12.458226999999999,12.723939,12.925499,13.147464000000001,14.548911,14.876666,15.183967,15.402389000000001,15.663377,15.740624,16.160131,16.640271,16.925158,17.169376,17.328416,17.508063,18.074499,18.279436999999998,19.060965999999997,19.270253999999998,19.533488,20.065974999999998,21.208347999999997,21.443749999999998,22.048724999999997,22.247379999999996
71-2801564,,,,,,,,,0,0.311008,0.630233,1.06737,1.665986,1.814516,2.001392,2.5651960000000003,2.6997400000000003,4.617202000000001,5.292471000000001,5.7517450000000006,6.167581,6.518992,6.729637,7.65155,8.145309000000001,8.603653000000001,9.267233000000001,9.57393,9.815235000000001,10.15671,10.348369,10.776854,11.261533,11.53545,11.744346,12.029883,12.19102,12.456732,12.658292000000001,12.880257000000002,14.281704000000001,14.609459000000001,14.916760000000002,15.135182000000002,15.396170000000001,15.473417000000001,15.892924,16.373064,16.657951,16.902169,17.061209,17.240856,17.807292,18.01223,18.793758999999998,19.003047,19.266281,19.798768,20.941141,21.176543,21.781518,21.980172999999997
72-2801520,,,,,,,,,,0,0.319225,0.756362,1.354978,1.503508,1.690384,2.254188,2.388732,4.306194,4.981463,5.4407369999999995,5.856572999999999,6.207983999999999,6.418628999999999,7.340541999999999,7.834300999999999,8.292644999999998,8.956224999999998,9.262921999999998,9.504226999999998,9.845702,10.037360999999999,10.465845999999999,10.950524999999999,11.224442,11.433338,11.718874999999999,11.880011999999999,12.145724,12.347284,12.569249000000001,13.970696,14.298451,14.605752,14.824174000000001,15.085162,15.162409,15.581916,16.062056,16.346943,16.591161,16.750201,16.929848,17.496284,17.701221999999998,18.482750999999997,18.692038999999998,18.955273,19.487759999999998,20.630132999999997,20.865534999999998,21.470509999999997,21.669164999999996
