순번_정류장ID,1-2807210,2-2800306,3-2800305,4-2800402,5-2805665,6-2804856,7-2800418,8-2800434,9-2800443,10-2800454,11-2800461,12-2800463,13-2800466,14-2800470,15-2800353,16-2803672,17-2800309,18-2800480,19-2800491,20-2800494,21-2800496,22-2800499,23-2805303,24-2800514,25-2800516,26-2800518,27-2800522,28-2800531,29-2800540,30-2804975,31-2805675,32-2803658,33-2806604,34-2806174,35-2806731,36-2805743,37-2804896,38-2805037,39-2805221,40-2805232,41-2805872,42-2805230,43-2805331,44-2805579,45-2806912,46-2805449,47-2805840,48-2805330,49-2805707
1-2807210,0,0.168048,0.391942,0.52901,0.742559,1.008516,1.253507,2.069803,2.3659499999999998,2.7408149999999996,3.3077649999999994,3.5048599999999994,3.8513879999999996,4.110347999999999,4.636584999999999,4.7726049999999995,5.177867999999999,5.391431999999999,5.639857999999999,5.997090999999999,6.428938999999999,6.715200999999999,7.737295999999999,8.410260999999998,8.560880999999998,8.750177999999998,8.930516999999998,9.290651999999998,9.757119999999999,9.990410999999998,10.810137999999998,11.713841999999998,13.059199999999997,13.341706999999998,13.504968999999997,13.867697999999997,14.121175999999997,14.427872999999996,14.669177999999997,15.010652999999998,15.202311999999997,15.429179999999997,16.002082999999995,16.352681999999994,16.749062999999996,17.356245999999995,17.574494999999995,17.711270999999996,18.148004999999998
2-2800306,,0,0.223894,0.360962,0.574511,0.840468,1.085459,1.901755,2.197902,2.572767,3.1397169999999996,3.3368119999999997,3.68334,3.9423,4.4685369999999995,4.604557,5.0098199999999995,5.223383999999999,5.47181,5.8290429999999995,6.260890999999999,6.547152999999999,7.569247999999999,8.242213,8.392833,8.58213,8.762469,9.122603999999999,9.589072,9.822363,10.64209,11.545793999999999,12.891151999999998,13.173658999999999,13.336920999999998,13.699649999999998,13.953127999999998,14.259824999999998,14.501129999999998,14.842604999999999,15.034263999999999,15.261131999999998,15.834034999999998,16.184634,16.581015,17.188198,17.406447,17.543223,17.979957000000002
3-2800305,,,0,0.137068,0.35061699999999996,0.616574,0.8615649999999999,1.677861,1.974008,2.348873,2.915823,3.112918,3.4594460000000002,3.7184060000000003,4.244643,4.380663,4.785926,4.99949,5.247916,5.605149,6.0369969999999995,6.323258999999999,7.3453539999999995,8.018319,8.168939,8.358236,8.538575,8.89871,9.365178,9.598469,10.418196,11.3219,12.667258,12.949765000000001,13.113027,13.475756,13.729234,14.035931,14.277236,14.618711000000001,14.81037,15.037238,15.610141,15.960740000000001,16.357121000000003,16.964304000000002,17.182553000000002,17.319329000000003,17.756063000000005
4-2800402,,,,0,0.213549,0.479506,0.724497,1.5407929999999999,1.8369399999999998,2.211805,2.778755,2.97585,3.322378,3.581338,4.107575,4.243595,4.648858,4.862422,5.110848,5.468081,5.899928999999999,6.186190999999999,7.208285999999999,7.881250999999999,8.031870999999999,8.221167999999999,8.401506999999999,8.761641999999998,9.22811,9.461400999999999,10.281127999999999,11.184831999999998,12.530189999999997,12.812696999999998,12.975958999999998,13.338687999999998,13.592165999999997,13.898862999999997,14.140167999999997,14.481642999999998,14.673301999999998,14.900169999999997,15.473072999999998,15.823671999999998,16.220053,16.827236,17.045485,17.182261,17.618995
5-2805665,,,,,0,0.265957,0.510948,1.3272439999999999,1.6233909999999998,1.9982559999999998,2.565206,2.762301,3.108829,3.367789,3.894026,4.0300460000000005,4.435309,4.648873,4.897299,5.254532,5.68638,5.972642,6.994737,7.667701999999999,7.818321999999999,8.007619,8.187958,8.548093,9.014561,9.247852,10.067579,10.971283,12.316641,12.599148000000001,12.762410000000001,13.125139,13.378617,13.685314,13.926619,14.268094000000001,14.459753000000001,14.686621,15.259524,15.610123000000002,16.006504000000003,16.613687000000002,16.831936000000002,16.968712000000004,17.405446000000005
6-2804856,,,,,,0,0.244991,1.061287,1.357434,1.732299,2.299249,2.496344,2.8428720000000003,3.1018320000000004,3.6280690000000004,3.7640890000000002,4.169352,4.382916,4.631342,4.988575,5.4204229999999995,5.706684999999999,6.7287799999999995,7.401744999999999,7.552364999999999,7.741661999999999,7.922000999999999,8.282136,8.748604,8.981895,9.801622,10.705326,12.050684,12.333191000000001,12.496453,12.859182,13.11266,13.419357,13.660662,14.002137000000001,14.193796,14.420664,14.993567,15.344166000000001,15.740547000000001,16.347730000000002,16.565979000000002,16.702755000000003,17.139489000000005
7-2800418,,,,,,,0,0.816296,1.112443,1.487308,2.054258,2.251353,2.597881,2.856841,3.3830780000000003,3.519098,3.924361,4.137925,4.386351,4.743584,5.175432,5.461694,6.483789,7.156753999999999,7.307373999999999,7.496670999999999,7.677009999999999,8.037144999999999,8.503613,8.736904,9.556631,10.460334999999999,11.805692999999998,12.088199999999999,12.251461999999998,12.614190999999998,12.867668999999998,13.174365999999997,13.415670999999998,13.757145999999999,13.948804999999998,14.175672999999998,14.748575999999998,15.099174999999999,15.495555999999999,16.102739,16.320988,16.457764,16.894498000000002
8-2800434,,,,,,,,0,0.296147,0.6710119999999999,1.237962,1.435057,1.781585,2.040545,2.566782,2.7028019999999997,3.108065,3.3216289999999997,3.570055,3.927288,4.3591359999999995,4.645397999999999,5.6674929999999994,6.340457999999999,6.491077999999999,6.680374999999999,6.860713999999999,7.2208489999999985,7.687316999999998,7.920607999999999,8.740334999999998,9.644038999999998,10.989396999999997,11.271903999999997,11.435165999999997,11.797894999999997,12.051372999999996,12.358069999999996,12.599374999999997,12.940849999999998,13.132508999999997,13.359376999999997,13.932279999999997,14.282878999999998,14.679259999999998,15.286442999999998,15.504691999999999,15.641467999999998,16.078201999999997
9-2800443,,,,,,,,,0,0.374865,0.941815,1.1389099999999999,1.4854379999999998,1.744398,2.270635,2.4066549999999998,2.811918,3.025482,3.2739079999999996,3.6311409999999995,4.062988999999999,4.349250999999999,5.371345999999999,6.044310999999999,6.194930999999999,6.3842279999999985,6.5645669999999985,6.924701999999998,7.391169999999998,7.624460999999998,8.444187999999999,9.347891999999998,10.693249999999999,10.975757,11.139019,11.501748,11.755225999999999,12.061922999999998,12.303227999999999,12.644703,12.836362,13.063229999999999,13.636133,13.986732,14.383113,14.990296,15.208545,15.345321,15.782055
10-2800454,,,,,,,,,,0,0.56695,0.764045,1.110573,1.3695330000000001,1.8957700000000002,2.03179,2.437053,2.650617,2.899043,3.2562759999999997,3.6881239999999997,3.974386,4.996481,5.669446,5.820066,6.009363,6.189702,6.549836999999999,7.016304999999999,7.2495959999999995,8.069322999999999,8.973026999999998,10.318385,10.600892,10.764154,11.126883,11.380360999999999,11.687057999999999,11.928363,12.269838,12.461497,12.688365,13.261268,13.611867,14.008248,14.615431000000001,14.833680000000001,14.970456,15.40719
