순번_정류장ID,1-2806939,2-2801006,3-2801040,4-2801027,5-2800841,6-2800840,7-2800985,8-2800838,9-2801072,10-2801110,11-2801114,12-2801164,13-2803502,14-2807466,15-2803415,16-2803476,17-2807432,18-2805168,19-2805163,20-2805165,21-2803466,22-2803486,23-2803483
1-2806939,0,0.620442,1.359387,2.731794,3.2322159999999998,3.791101,4.276381,5.029896,5.47232,6.155476999999999,6.785419999999999,12.468407,17.421426999999998,23.316165999999996,25.740542999999995,26.850737999999996,27.346304999999997,28.033585,28.445038999999998,28.865792,30.744926,31.849595,33.755913
2-2801006,,0,0.738945,2.111352,2.611774,3.170659,3.655939,4.409454,4.851878,5.535035000000001,6.1649780000000005,11.847965000000002,16.800985,22.695724,25.120101,26.230296,26.725863,27.413143,27.824597,28.245350000000002,30.124484000000002,31.229153000000004,33.135471
3-2801040,,,0,1.372407,1.8728289999999999,2.431714,2.916994,3.670509,4.112933,4.7960899999999995,5.426032999999999,11.109020000000001,16.06204,21.956778999999997,24.381155999999997,25.491350999999998,25.986918,26.674198,27.085652,27.506405,29.385539,30.490208000000003,32.396526
4-2801027,,,,0,0.500422,1.059307,1.544587,2.298102,2.740526,3.423683,4.053626,9.736613000000002,14.689633,20.584372000000002,23.008749,24.118944000000003,24.614511000000004,25.301791000000005,25.713245000000004,26.133998000000005,28.013132000000006,29.117801000000007,31.024119000000006
5-2800841,,,,,0,0.5588850000000001,1.044165,1.79768,2.240104,2.923261,3.553204,9.236191000000002,14.189211,20.08395,22.508327,23.618522000000002,24.114089000000003,24.801369000000005,25.212823000000004,25.633576000000005,27.512710000000006,28.617379000000007,30.523697000000006
6-2800840,,,,,,0,0.48528000000000004,1.238795,1.681219,2.364376,2.994319,8.677306000000002,13.630326,19.525064999999998,21.949441999999998,23.059637,23.555204,24.242484,24.653938,25.074691,26.953825000000002,28.058494000000003,29.964812000000002
7-2800985,,,,,,,0,0.7535149999999999,1.1959389999999999,1.8790959999999999,2.509039,8.192026,13.145046,19.039785000000002,21.464162,22.574357000000003,23.069924000000004,23.757204000000005,24.168658000000004,24.589411000000005,26.468545000000006,27.573214000000007,29.479532000000006
8-2800838,,,,,,,,0,0.442424,1.125581,1.7555239999999999,7.438511,12.391531,18.286270000000002,20.710647,21.820842000000003,22.316409000000004,23.003689000000005,23.415143000000004,23.835896000000005,25.715030000000006,26.819699000000007,28.726017000000006
9-2801072,,,,,,,,,0,0.683157,1.3131,6.996087000000001,11.949107000000001,17.843846,20.268223,21.378418,21.873985,22.561265000000002,22.972719,23.393472000000003,25.272606000000003,26.377275000000004,28.283593000000003
10-2801110,,,,,,,,,,0,0.629943,6.312930000000001,11.26595,17.160688999999998,19.585065999999998,20.695261,21.190828,21.878108,22.289562,22.710315,24.589449000000002,25.694118000000003,27.600436000000002
11-2801114,,,,,,,,,,,0,5.682987000000001,10.636007,16.530746,18.955123,20.065318,20.560885000000003,21.248165000000004,21.659619000000003,22.080372000000004,23.959506000000005,25.064175000000006,26.970493000000005
12-2801164,,,,,,,,,,,,0,4.9530199999999995,10.847759,13.272136,14.382331,14.877898,15.565178,15.976631999999999,16.397385,18.276519,19.381188,21.287506
13-2803502,,,,,,,,,,,,,0,5.8947389999999995,8.319116,9.429310999999998,9.924877999999998,10.612157999999997,11.023611999999996,11.444364999999996,13.323498999999996,14.428167999999996,16.334485999999995
14-2807466,,,,,,,,,,,,,,0,2.4243770000000002,3.5345720000000003,4.030139,4.7174190000000005,5.1288730000000005,5.549626000000001,7.4287600000000005,8.533429,10.439747
15-2803415,,,,,,,,,,,,,,,0,1.110195,1.605762,2.293042,2.704496,3.1252489999999997,5.004383,6.109052,8.01537
16-2803476,,,,,,,,,,,,,,,,0,0.495567,1.182847,1.594301,2.015054,3.894188,4.998857,6.905175
17-2807432,,,,,,,,,,,,,,,,,0,0.68728,1.0987339999999999,1.5194869999999998,3.398621,4.50329,6.4096079999999995
18-2805168,,,,,,,,,,,,,,,,,,0,0.411454,0.8322069999999999,2.711341,3.8160100000000003,5.722328
19-2805163,,,,,,,,,,,,,,,,,,,0,0.420753,2.299887,3.4045560000000004,5.310874
20-2805165,,,,,,,,,,,,,,,,,,,,0,1.879134,2.983803,4.890121
21-2803466,,,,,,,,,,,,,,,,,,,,,0,1.1046690000000001,3.010987
22-2803486,,,,,,,,,,,,,,,,,,,,,,0,1.906318
23-2803483,,,,,,,,,,,,,,,,,,,,,,,0
