순번_정류장ID,19-2802625,20-2802694,21-2802692,22-2802713,23-2802724,24-2802732,25-2802755,26-2802776,27-2802813,28-2802853,29-2802878,30-2802919,31-2802927,32-2802938,33-2802960,34-2802987,35-2802998,36-2802627,37-2802626,38-2803006,39-2803002,40-2802614,41-2802965,42-2802959,43-2802641,44-2803003,45-2803008,46-2803015
19-2802625,0,0.310754,0.8580869999999999,1.217876,1.449598,1.822326,2.2974699999999997,2.7004399999999995,3.1670359999999995,3.4219249999999994,3.6839699999999995,4.0726119999999995,4.208118,4.317499,4.56701,4.9957139999999995,5.302557999999999,5.385282999999999,5.668901999999999,6.076516999999999,6.362154999999999,6.566850999999999,7.237259999999999,7.739882999999999,8.055371,8.431368999999998,8.822550999999999,9.084553
20-2802694,,0,0.547333,0.907122,1.138844,1.511572,1.986716,2.3896859999999998,2.8562819999999998,3.1111709999999997,3.3732159999999998,3.7618579999999997,3.8973639999999996,4.006745,4.256256,4.684959999999999,4.991803999999999,5.074528999999999,5.358147999999999,5.765762999999999,6.0514009999999985,6.256096999999999,6.926505999999999,7.429128999999999,7.744616999999999,8.120614999999999,8.511797,8.773799
21-2802692,,,0,0.35978899999999997,0.5915109999999999,0.9642389999999998,1.4393829999999999,1.842353,2.308949,2.563838,2.825883,3.214525,3.350031,3.459412,3.708923,4.137627,4.444471,4.527196,4.810815,5.21843,5.504067999999999,5.7087639999999995,6.379173,6.881796,7.197284,7.573282,7.9644639999999995,8.226466
22-2802713,,,,0,0.23172199999999998,0.6044499999999999,1.079594,1.482564,1.94916,2.204049,2.466094,2.854736,2.990242,3.099623,3.349134,3.777838,4.084682,4.167407,4.451026,4.8586409999999995,5.144278999999999,5.348974999999999,6.019384,6.522006999999999,6.837495,7.213493,7.604674999999999,7.866676999999999
23-2802724,,,,,0,0.372728,0.847872,1.250842,1.717438,1.972327,2.234372,2.623014,2.75852,2.867901,3.117412,3.5461159999999996,3.8529599999999995,3.9356849999999994,4.219303999999999,4.626918999999999,4.912556999999999,5.117252999999999,5.787661999999999,6.290284999999999,6.605772999999999,6.981770999999999,7.372952999999999,7.634954999999999
24-2802732,,,,,,0,0.47514399999999996,0.878114,1.34471,1.599599,1.861644,2.250286,2.385792,2.495173,2.744684,3.173388,3.480232,3.562957,3.8465759999999998,4.254191,4.539828999999999,4.744524999999999,5.414934,5.9175569999999995,6.233045,6.609043,7.0002249999999995,7.262226999999999
25-2802755,,,,,,,0,0.40297,0.8695660000000001,1.124455,1.3864999999999998,1.7751419999999998,1.9106479999999997,2.0200289999999996,2.2695399999999997,2.698244,3.0050879999999998,3.0878129999999997,3.3714319999999995,3.7790469999999994,4.064684999999999,4.269380999999999,4.9397899999999995,5.442412999999999,5.7579009999999995,6.1338989999999995,6.525080999999999,6.787082999999999
26-2802776,,,,,,,,0,0.466596,0.7214849999999999,0.9835299999999999,1.372172,1.5076779999999999,1.6170589999999998,1.8665699999999998,2.295274,2.602118,2.684843,2.9684619999999997,3.3760769999999996,3.6617149999999996,3.866411,4.53682,5.0394429999999995,5.354931,5.730929,6.122110999999999,6.384112999999999
27-2802813,,,,,,,,,0,0.254889,0.516934,0.9055759999999999,1.0410819999999998,1.1504629999999998,1.3999739999999998,1.8286779999999998,2.135522,2.218247,2.5018659999999997,2.9094809999999995,3.1951189999999996,3.399815,4.070224,4.572846999999999,4.888335,5.264333,5.655514999999999,5.917516999999999
28-2802853,,,,,,,,,,0,0.262045,0.650687,0.786193,0.895574,1.145085,1.5737889999999999,1.880633,1.963358,2.246977,2.6545919999999996,2.9402299999999997,3.144926,3.815335,4.317958,4.633446,5.009444,5.400626,5.662628
29-2802878,,,,,,,,,,,0,0.388642,0.524148,0.6335289999999999,0.8830399999999999,1.311744,1.618588,1.7013129999999999,1.984932,2.392547,2.678185,2.8828810000000002,3.5532900000000005,4.055913,4.3714010000000005,4.747399000000001,5.138581,5.400583
