순번_정류장ID,29-2802897,30-2802895,31-2802894,32-2802874,33-2802868,34-2802856,35-2802842,36-2802811,37-2802177,38-2802393,39-2802399,40-2802456,41-2802509,42-2802365,43-2804851,44-2802597,45-2802591,46-2802590,47-2803623,48-2805059,49-2805006,50-2805879,51-2803771,52-2803767,53-2803768,54-2803522
29-2802897,0,0.331753,0.600175,1.25001,1.563565,1.903346,2.185081,2.7228969999999997,3.447923,5.903706,6.826938999999999,8.088652,8.741923,9.994753,10.970884,12.580119,13.014275,13.215475999999999,13.793472,14.598777,15.023838,15.749476,16.363685,17.246702,18.381128999999998,18.879260999999996
30-2802895,,0,0.268422,0.9182570000000001,1.2318120000000001,1.571593,1.853328,2.391144,3.1161700000000003,5.571953000000001,6.495186,7.756899000000001,8.41017,9.663,10.639131,12.248366,12.682522,12.883723,13.461719,14.267024000000001,14.692085,15.417723,16.031932,16.914949,18.049376,18.547507999999997
31-2802894,,,0,0.649835,0.9633900000000001,1.303171,1.5849060000000001,2.122722,2.847748,5.303531,6.226764,7.488477,8.141748,9.394578,10.370709,11.979944,12.4141,12.615300999999999,13.193297,13.998602,14.423663,15.149301,15.76351,16.646527,17.780953999999998,18.279085999999996
32-2802874,,,,0,0.31355500000000003,0.653336,0.935071,1.472887,2.1979130000000002,4.653696,5.576929,6.838642,7.491913,8.744743,9.720874,11.330109,11.764265,11.965466,12.543462,13.348767,13.773828,14.499466,15.113675,15.996692000000001,17.131119,17.629251
33-2802868,,,,,0,0.339781,0.621516,1.159332,1.8843580000000002,4.340141000000001,5.263374000000001,6.525087000000001,7.178358000000001,8.431188,9.407319000000001,11.016554000000001,11.45071,11.651911,12.229907,13.035212000000001,13.460273,14.185911,14.800120000000001,15.683137000000002,16.817564,17.315696
34-2802856,,,,,,0,0.281735,0.8195509999999999,1.5445769999999999,4.000360000000001,4.923593,6.185306000000001,6.838577000000001,8.091407,9.067538,10.676773,11.110929,11.31213,11.890126,12.695431000000001,13.120492,13.84613,14.460339000000001,15.343356000000002,16.477783000000002,16.975915
35-2802842,,,,,,,0,0.537816,1.262842,3.7186250000000003,4.641858,5.9035709999999995,6.556842,7.809671999999999,8.785803,10.395038,10.829194,11.030394999999999,11.608391,12.413696,12.838757,13.564395,14.178604,15.061621,16.196048,16.69418
36-2802811,,,,,,,,0,0.7250260000000001,3.1808090000000004,4.104042000000001,5.365755,6.019026,7.271856,8.247987,9.857222,10.291378,10.492579,11.070575,11.87588,12.300941,13.026579,13.640788,14.523805000000001,15.658232000000002,16.156364
37-2802177,,,,,,,,,0,2.4557830000000003,3.379016,4.640729,5.2940000000000005,6.54683,7.522961,9.132196,9.566352,9.767553,10.345549,11.150854,11.575915,12.301553,12.915762,13.798779000000001,14.933206000000002,15.431338000000002
38-2802393,,,,,,,,,,0,0.923233,2.184946,2.838217,4.091047,5.067177999999999,6.676412999999999,7.110568999999999,7.311769999999999,7.889765999999999,8.695070999999999,9.120131999999998,9.845769999999998,10.459978999999999,11.342996,12.477423,12.975555
39-2802399,,,,,,,,,,,0,1.2617129999999999,1.914984,3.167814,4.1439449999999995,5.7531799999999995,6.187335999999999,6.3885369999999995,6.966532999999999,7.771837999999999,8.196898999999998,8.922536999999998,9.536745999999999,10.419763,11.55419,12.052322
40-2802456,,,,,,,,,,,,0,0.653271,1.906101,2.882232,4.491467,4.925623,5.126824,5.70482,6.5101249999999995,6.935186,7.660824,8.275033,9.158050000000001,10.292477000000002,10.790609000000002
41-2802509,,,,,,,,,,,,,0,1.2528299999999999,2.228961,3.838196,4.272352,4.473553,5.051549,5.856853999999999,6.281915,7.007553,7.6217619999999995,8.504779,9.639206,10.137338
42-2802365,,,,,,,,,,,,,,0,0.976131,2.585366,3.0195220000000003,3.2207230000000004,3.798719,4.604024,5.029085,5.754723,6.368932,7.251949,8.386376,8.884508
43-2804851,,,,,,,,,,,,,,,0,1.609235,2.043391,2.2445920000000004,2.8225880000000005,3.6278930000000007,4.052954000000001,4.778592000000001,5.392801,6.275818,7.410245,7.908377
44-2802597,,,,,,,,,,,,,,,,0,0.43415600000000004,0.6353570000000001,1.2133530000000001,2.0186580000000003,2.443719,3.169357,3.7835660000000004,4.666583,5.80101,6.299142
45-2802591,,,,,,,,,,,,,,,,,0,0.201201,0.7791969999999999,1.584502,2.009563,2.735201,3.3494099999999998,4.2324269999999995,5.366854,5.864986
46-2802590,,,,,,,,,,,,,,,,,,0,0.577996,1.383301,1.8083619999999998,2.534,3.1482089999999996,4.031225999999999,5.165652999999999,5.663784999999999
47-2803623,,,,,,,,,,,,,,,,,,,0,0.805305,1.230366,1.956004,2.570213,3.45323,4.587657,5.085789
48-2805059,,,,,,,,,,,,,,,,,,,,0,0.42506099999999997,1.150699,1.764908,2.647925,3.782352,4.2804839999999995
49-2805006,,,,,,,,,,,,,,,,,,,,,0,0.725638,1.339847,2.222864,3.357291,3.855423
50-2805879,,,,,,,,,,,,,,,,,,,,,,0,0.614209,1.497226,2.631653,3.129785
51-2803771,,,,,,,,,,,,,,,,,,,,,,,0,0.883017,2.0174440000000002,2.5155760000000003
52-2803767,,,,,,,,,,,,,,,,,,,,,,,,0,1.134427,1.632559
53-2803768,,,,,,,,,,,,,,,,,,,,,,,,,0,0.49813199999999996
54-2803522,,,,,,,,,,,,,,,,,,,,,,,,,,0
