순번_정류장ID,18-2804112,19-2804114,20-2804116,21-2804119,22-2807386,23-2804120,24-2804122,25-2804124,26-2804126,27-2804128,28-2804130,29-2804132,30-2804134,31-2807245,32-2800262,33-2807367,34-2800265,35-2800266,36-2807368,37-2804602,38-2803580,39-2800263,40-2800267,41-2804032
18-2804112,0,0.466376,0.747755,1.269634,1.992048,2.241224,2.7364729999999997,2.9596569999999995,3.2233009999999993,3.472330999999999,4.189076999999999,4.396450999999999,4.827115999999999,5.107186,5.246435,5.497117,5.786942,5.972513999999999,6.273661,6.5000979999999995,6.649266,6.869277,7.121300000000001,7.760025000000001
19-2804114,,0,0.281379,0.803258,1.5256720000000001,1.7748480000000002,2.2700970000000003,2.493281,2.756925,3.0059549999999997,3.722701,3.930075,4.36074,4.64081,4.7800590000000005,5.030741000000001,5.320566000000001,5.506138000000001,5.807285000000001,6.033722000000001,6.182890000000001,6.402901000000002,6.654924000000002,7.293649000000002
20-2804116,,,0,0.521879,1.2442929999999999,1.493469,1.988718,2.211902,2.4755459999999996,2.7245759999999994,3.4413219999999995,3.6486959999999997,4.079361,4.359431,4.49868,4.7493620000000005,5.039187,5.224759,5.525906,5.752343,5.901511,6.121522000000001,6.373545000000001,7.012270000000001
21-2804119,,,,0,0.722414,0.97159,1.466839,1.690023,1.953667,2.202697,2.9194430000000002,3.1268170000000004,3.5574820000000003,3.837552,3.976801,4.227483,4.517308,4.7028799999999995,5.004027,5.230464,5.379632,5.599643,5.851666000000001,6.490391000000001
22-2807386,,,,,0,0.249176,0.744425,0.967609,1.2312530000000002,1.4802830000000002,2.197029,2.4044030000000003,2.835068,3.115138,3.254387,3.5050689999999998,3.7948939999999998,3.980466,4.281613,4.50805,4.657218,4.877229000000001,5.129252000000001,5.767977000000001
23-2804120,,,,,,0,0.495249,0.718433,0.982077,1.231107,1.9478529999999998,2.155227,2.585892,2.8659619999999997,3.0052109999999996,3.2558929999999995,3.5457179999999995,3.7312899999999996,4.032437,4.258874,4.408042,4.628053,4.880076000000001,5.518801000000001
24-2804122,,,,,,,0,0.22318400000000002,0.48682800000000004,0.7358580000000001,1.452604,1.659978,2.090643,2.370713,2.509962,2.7606439999999997,3.0504689999999997,3.2360409999999997,3.5371879999999996,3.7636249999999993,3.9127929999999993,4.132803999999999,4.384827,5.023552
25-2804124,,,,,,,,0,0.263644,0.5126740000000001,1.2294200000000002,1.4367940000000001,1.8674590000000002,2.147529,2.286778,2.53746,2.827285,3.012857,3.3140039999999997,3.5404409999999995,3.6896089999999995,3.9096199999999994,4.161643,4.800368
26-2804126,,,,,,,,,0,0.24903000000000003,0.965776,1.17315,1.603815,1.883885,2.023134,2.273816,2.563641,2.749213,3.05036,3.276797,3.425965,3.645976,3.897999,4.5367239999999995
27-2804128,,,,,,,,,,0,0.716746,0.9241199999999999,1.354785,1.634855,1.774104,2.0247859999999998,2.3146109999999998,2.500183,2.8013299999999997,3.027767,3.176935,3.396946,3.6489689999999997,4.287694
28-2804130,,,,,,,,,,,0,0.20737399999999998,0.6380389999999999,0.9181089999999998,1.0573579999999998,1.3080399999999999,1.5978649999999999,1.783437,2.084584,2.311021,2.460189,2.6802,2.932223,3.570948
29-2804132,,,,,,,,,,,,0,0.43066499999999996,0.7107349999999999,0.8499839999999999,1.100666,1.390491,1.576063,1.87721,2.103647,2.252815,2.472826,2.724849,3.363574
30-2804134,,,,,,,,,,,,,0,0.28007,0.419319,0.6700010000000001,0.9598260000000001,1.1453980000000001,1.4465450000000002,1.6729820000000002,1.8221500000000002,2.042161,2.294184,2.932909
31-2807245,,,,,,,,,,,,,,0,0.139249,0.389931,0.679756,0.8653280000000001,1.1664750000000002,1.3929120000000002,1.5420800000000001,1.762091,2.014114,2.652839
32-2800262,,,,,,,,,,,,,,,0,0.250682,0.5405070000000001,0.7260790000000001,1.0272260000000002,1.2536630000000002,1.4028310000000002,1.6228420000000001,1.8748650000000002,2.51359
33-2807367,,,,,,,,,,,,,,,,0,0.289825,0.475397,0.776544,1.0029810000000001,1.152149,1.37216,1.624183,2.262908
34-2800265,,,,,,,,,,,,,,,,,0,0.18557200000000001,0.486719,0.713156,0.862324,1.082335,1.334358,1.973083
35-2800266,,,,,,,,,,,,,,,,,,0,0.301147,0.527584,0.676752,0.896763,1.1487859999999999,1.7875109999999999
36-2807368,,,,,,,,,,,,,,,,,,,0,0.226437,0.37560499999999997,0.5956159999999999,0.8476389999999999,1.486364
37-2804602,,,,,,,,,,,,,,,,,,,,0,0.149168,0.36917900000000003,0.621202,1.259927
38-2803580,,,,,,,,,,,,,,,,,,,,,0,0.220011,0.472034,1.110759
39-2800263,,,,,,,,,,,,,,,,,,,,,,0,0.252023,0.890748
40-2800267,,,,,,,,,,,,,,,,,,,,,,,0,0.638725
41-2804032,,,,,,,,,,,,,,,,,,,,,,,,0
