순번_정류장ID,1-2807480,2-2807580,3-2803155,4-2805705,5-2803198,6-2806037,7-2803656,8-2806607,9-2805812,10-2807052,11-2803178,12-2805832,13-2803179,14-2807313,15-2807204,16-2807206,17-2803351,18-2807627,19-2803335,20-2807423,21-2807232,22-2807362,23-2807270,24-2805248,25-2805965,26-2803365,27-2803370,28-2803373,29-2805943,30-2805200,31-2806164
1-2807480,0,0.260498,1.245005,2.113187,3.3884499999999997,3.9153899999999995,4.2357439999999995,4.613899,5.295832,6.035298,6.543252,7.245304,7.635357,8.604658,9.729745000000001,10.717662,11.363991,12.891732000000001,13.648078000000002,14.398118000000002,22.870336,23.2495,30.925516000000002,32.368234,32.686371,33.014194,33.63803,34.052971,34.573903,35.043762,36.478898
2-2807580,,0,0.984507,1.852689,3.1279519999999996,3.6548919999999994,3.9752459999999994,4.353401,5.035334,5.7748,6.282754,6.984806,7.374859,8.34416,9.469247000000001,10.457164,11.103493,12.631234000000001,13.387580000000002,14.137620000000002,22.609838000000003,22.989002000000003,30.665018000000003,32.107736,32.425873,32.753696000000005,33.377532,33.792473,34.313405,34.783264,36.2184
3-2803155,,,0,0.868182,2.143445,2.6703849999999996,2.9907389999999996,3.3688939999999996,4.050827,4.790293,5.298247,6.000299,6.390352,7.359653,8.48474,9.472657,10.118986,11.646727,12.403073000000001,13.153113000000001,21.625331000000003,22.004495000000002,29.680511000000003,31.123229000000002,31.441366000000002,31.769189,32.393025,32.807966,33.328898,33.798757,35.233893
4-2805705,,,,0,1.2752629999999998,1.8022029999999998,2.1225569999999996,2.5007119999999996,3.1826449999999995,3.9221109999999992,4.430064999999999,5.132116999999999,5.522169999999999,6.491470999999999,7.6165579999999995,8.604474999999999,9.250803999999999,10.778545,11.534891,12.284931,20.757149,21.136312999999998,28.812329,30.255046999999998,30.573183999999998,30.901006999999996,31.524842999999997,31.939783999999996,32.460716,32.930575,34.365711
5-2803198,,,,,0,0.52694,0.847294,1.225449,1.9073820000000001,2.6468480000000003,3.154802,3.8568540000000002,4.246907,5.216208,6.341295000000001,7.329212000000001,7.975541000000001,9.503282,10.259628000000001,11.009668000000001,19.481886000000003,19.861050000000002,27.537066000000003,28.979784000000002,29.297921000000002,29.625744,30.24958,30.664521,31.185453,31.655312,33.090447999999995
6-2806037,,,,,,0,0.32035399999999997,0.698509,1.380442,2.1199079999999997,2.6278619999999995,3.3299139999999996,3.7199669999999996,4.689267999999999,5.814354999999999,6.802271999999999,7.448600999999999,8.976341999999999,9.732688,10.482728,18.954946,19.33411,27.010126,28.452844,28.770981,29.098803999999998,29.72264,30.137580999999997,30.658512999999996,31.128371999999995,32.563508
7-2803656,,,,,,,0,0.378155,1.060088,1.7995539999999999,2.307508,3.00956,3.399613,4.368914,5.494001000000001,6.481918000000001,7.128247000000001,8.655988,9.412334000000001,10.162374000000002,18.634592,19.013756,26.689772,28.13249,28.450627,28.77845,29.402286,29.817227,30.338158999999997,30.808017999999997,32.243154
8-2806607,,,,,,,,0,0.681933,1.421399,1.929353,2.631405,3.021458,3.9907589999999997,5.1158459999999994,6.103763,6.7500919999999995,8.277833,9.034179,9.784219,18.256437,18.635600999999998,26.311617,27.754334999999998,28.072471999999998,28.400294999999996,29.024130999999997,29.439071999999996,29.960003999999994,30.429862999999994,31.864998999999994
9-2805812,,,,,,,,,0,0.739466,1.24742,1.949472,2.339525,3.308826,4.433913,5.421830000000001,6.0681590000000005,7.5959,8.352246000000001,9.102286000000001,17.574504,17.953668,25.629684,27.072402,27.390539,27.718362,28.342198,28.757139,29.278070999999997,29.747929999999997,31.183065999999997
10-2807052,,,,,,,,,,0,0.507954,1.210006,1.600059,2.5693599999999996,3.694447,4.682364,5.3286929999999995,6.856433999999999,7.612779999999999,8.36282,16.835037999999997,17.214201999999997,24.890217999999997,26.332935999999997,26.651072999999997,26.978895999999995,27.602731999999996,28.017672999999995,28.538604999999993,29.008463999999993,30.443599999999993
