순번_정류장ID,86-2806423,87-2806421,88-2805953,89-2806527,90-2806526,91-2806525,92-2807112,93-2806514,94-2804814,95-2807105,96-2802120,97-2802068,98-2802032,99-2802007,100-2801994,101-2801971,102-2801844,103-2801942,104-2801921,105-2801927,106-2801924,107-2801916,108-2801925,109-2801908,110-2801715,111-2801690,112-2803662,113-2800165,114-2801632,115-2801643,116-2801646,117-2801655,118-2801660,119-2801669,120-2801666,121-2801633,122-2801192,123-2801604,124-2801564,125-2801520,126-2801485,127-2801450,128-2804871,129-2801387,130-2801347,131-2801317,132-2801280,133-2801115,134-2801098,135-2801070,136-2801041,137-2800837,138-2801007,139-2800983,140-2800836,141-2800835,142-2800965,143-2800843,144-2800941,145-2800927,146-2800925,147-2800923,148-2800826,149-2800919,150-2800914,151-2800911,152-2800904,153-2800889,154-2805296,155-2805295,156-2800899,157-2800896,158-2800894,159-2800892,160-2800403,161-2800419,162-2806185,163-2800430,164-2800432,165-2800435,166-2800440,167-2800446,168-2800469,169-2803595,170-2800352,171-2800342,172-2800354,173-2804951,174-2805322,175-2800356,176-2800358,177-2800360
86-2806423,0,0.322629,0.61695,0.937117,1.237211,1.631413,2.127399,2.421369,3.6029229999999997,4.033319,4.600149999999999,5.0112749999999995,5.23626,5.6125,6.018683,6.391942,6.710892,6.911034,7.359484,7.698761,7.838881,8.569141,9.054683,10.044315000000001,10.935769,11.4625,12.04223,12.659054,13.193928999999999,13.798542,13.894575999999999,14.151022999999999,14.492647999999999,14.796992999999999,15.030648999999999,15.476105999999998,15.727659999999998,16.346125999999998,16.612591,16.879797999999997,17.190806,17.510030999999998,17.848629999999996,18.143030999999997,18.528962999999997,18.855040999999996,19.358370999999998,19.921366999999996,20.220338999999996,20.466399999999997,20.818372999999998,21.219067999999996,21.446377,21.708246,21.920704999999998,22.239808999999997,22.567096999999997,22.747792999999998,23.383781999999997,23.771419999999996,24.022908999999995,24.613240999999995,24.877224999999996,25.341410999999997,25.760218999999996,25.924417999999996,26.461454999999997,26.850519999999996,27.440901999999994,28.464331999999995,28.783992999999995,29.220777999999996,29.764392999999995,30.393419999999995,31.661267999999996,31.989543999999995,32.514717999999995,33.07744099999999,33.581846999999996,33.876737,34.102671,34.865581,35.672869999999996,35.974715999999994,36.128229999999995,36.60246599999999,36.896468999999996,37.322388,37.913565999999996,38.70596199999999,39.16847799999999,39.423792999999996
87-2806421,,0,0.294321,0.614488,0.914582,1.308784,1.80477,2.09874,3.2802939999999996,3.7106899999999996,4.277521,4.688646,4.9136310000000005,5.289871000000001,5.696054000000001,6.069313000000001,6.388263000000001,6.588405000000001,7.036855000000001,7.376132000000001,7.516252000000001,8.246512000000001,8.732054000000002,9.721686000000002,10.613140000000001,11.139871000000001,11.719601,12.336425,12.8713,13.475913,13.571947,13.828394,14.170019,14.474364,14.70802,15.153476999999999,15.405031,16.023497,16.289962,16.557169,16.868177,17.187402,17.526000999999997,17.820401999999998,18.206334,18.532411999999997,19.035742,19.598737999999997,19.897709999999996,20.143770999999997,20.495744,20.896438999999997,21.123748,21.385617,21.598076,21.91718,22.244467999999998,22.425164,23.061152999999997,23.448790999999996,23.700279999999996,24.290611999999996,24.554595999999997,25.018781999999998,25.437589999999997,25.601788999999997,26.138825999999998,26.527890999999997,27.118272999999995,28.141702999999996,28.461363999999996,28.898148999999997,29.441763999999996,30.070790999999996,31.338638999999997,31.666914999999996,32.192088999999996,32.754811999999994,33.259218,33.554108,33.780042,34.542952,35.350241,35.652086999999995,35.805600999999996,36.27983699999999,36.57383999999999,36.99975899999999,37.59093699999999,38.383332999999986,38.84584899999999,39.10116399999999
88-2805953,,,0,0.32016700000000003,0.6202610000000001,1.0144630000000001,1.5104490000000002,1.8044190000000002,2.9859730000000004,3.4163690000000004,3.9832000000000005,4.394325,4.6193100000000005,4.995550000000001,5.401733000000001,5.774992000000001,6.093942000000001,6.294084000000001,6.742534000000001,7.081811000000001,7.2219310000000005,7.952191000000001,8.437733000000001,9.427365000000002,10.318819000000001,10.845550000000001,11.42528,12.042104,12.576979,13.181592,13.277626,13.534073,13.875698,14.180043,14.413699,14.859155999999999,15.11071,15.729175999999999,15.995640999999999,16.262847999999998,16.573856,16.893081,17.231679999999997,17.526080999999998,17.912012999999998,18.238090999999997,18.741420999999995,19.304416999999994,19.603388999999993,19.849449999999994,20.201422999999995,20.602117999999994,20.829426999999995,21.091295999999996,21.303754999999995,21.622858999999995,21.950146999999994,22.130842999999995,22.766831999999994,23.154469999999993,23.405958999999992,23.996290999999992,24.260274999999993,24.724460999999994,25.143268999999993,25.307467999999993,25.844504999999995,26.233569999999993,26.82395199999999,27.847381999999993,28.167042999999993,28.603827999999993,29.147442999999992,29.776469999999993,31.044317999999993,31.372593999999992,31.897767999999992,32.46049099999999,32.96489699999999,33.259786999999996,33.485721,34.248630999999996,35.05591999999999,35.35776599999999,35.51127999999999,35.98551599999999,36.27951899999999,36.705437999999994,37.29661599999999,38.08901199999999,38.55152799999999,38.80684299999999
89-2806527,,,,0,0.300094,0.694296,1.190282,1.4842520000000001,2.665806,3.096202,3.663033,4.074158,4.299143,4.675383,5.0815660000000005,5.4548250000000005,5.7737750000000005,5.973917,6.422367,6.761644,6.901764,7.632024,8.117566,9.107198,9.998652,10.525383,11.105113,11.721936999999999,12.256811999999998,12.861424999999999,12.957458999999998,13.213905999999998,13.555530999999998,13.859875999999998,14.093531999999998,14.538988999999997,14.790542999999998,15.409008999999998,15.675473999999998,15.942680999999999,16.253688999999998,16.572913999999997,16.911512999999996,17.205913999999996,17.591845999999997,17.917923999999996,18.421253999999998,18.984249999999996,19.283221999999995,19.529282999999996,19.881255999999997,20.281950999999996,20.509259999999998,20.771129,20.983587999999997,21.302691999999997,21.629979999999996,21.810675999999997,22.446664999999996,22.834302999999995,23.085791999999994,23.676123999999994,23.940107999999995,24.404293999999997,24.823101999999995,24.987300999999995,25.524337999999997,25.913402999999995,26.503784999999993,27.527214999999995,27.846875999999995,28.283660999999995,28.827275999999994,29.456302999999995,30.724150999999996,31.052426999999994,31.577600999999994,32.14032399999999,32.644729999999996,32.93962,33.165554,33.928464,34.735752999999995,35.03759899999999,35.191112999999994,35.66534899999999,35.959351999999996,36.385270999999996,36.976448999999995,37.76884499999999,38.23136099999999,38.486675999999996
90-2806526,,,,,0,0.394202,0.890188,1.184158,2.3657120000000003,2.7961080000000003,3.3629390000000003,3.7740640000000005,3.9990490000000003,4.375289,4.781472000000001,5.154731000000001,5.473681000000001,5.6738230000000005,6.122273000000001,6.461550000000001,6.60167,7.331930000000001,7.817472,8.807104,9.698558,10.225289,10.805019,11.421842999999999,11.956717999999999,12.561331,12.657364999999999,12.913811999999998,13.255436999999999,13.559781999999998,13.793437999999998,14.238894999999998,14.490448999999998,15.108914999999998,15.375379999999998,15.642586999999999,15.953594999999998,16.27282,16.611418999999998,16.90582,17.291752,17.617829999999998,18.121159999999996,18.684155999999994,18.983127999999994,19.229188999999995,19.581161999999996,19.981856999999994,20.209165999999996,20.471034999999997,20.683493999999996,21.002597999999995,21.329885999999995,21.510581999999996,22.146570999999994,22.534208999999993,22.785697999999993,23.376029999999993,23.640013999999994,24.104199999999995,24.523007999999994,24.687206999999994,25.224243999999995,25.613308999999994,26.203690999999992,27.227120999999993,27.546781999999993,27.983566999999994,28.527181999999993,29.156208999999993,30.424056999999994,30.752332999999993,31.277506999999993,31.84022999999999,32.344635999999994,32.639526,32.86546,33.62837,34.435658999999994,34.73750499999999,34.89101899999999,35.36525499999999,35.659257999999994,36.085176999999995,36.676354999999994,37.46875099999999,37.93126699999999,38.186581999999994
91-2806525,,,,,,0,0.495986,0.789956,1.9715099999999999,2.401906,2.968737,3.379862,3.6048470000000004,3.9810870000000005,4.387270000000001,4.760529000000001,5.079479000000001,5.279621000000001,5.728071000000001,6.067348000000001,6.207468,6.937728000000001,7.4232700000000005,8.412902,9.304356,9.831087,10.410817,11.027641,11.562515999999999,12.167129,12.263162999999999,12.519609999999998,12.861234999999999,13.165579999999999,13.399235999999998,13.844692999999998,14.096246999999998,14.714712999999998,14.981177999999998,15.248384999999999,15.559392999999998,15.878617999999998,16.217216999999998,16.511618,16.89755,17.223627999999998,17.726957999999996,18.289953999999994,18.588925999999994,18.834986999999995,19.186959999999996,19.587654999999994,19.814963999999996,20.076832999999997,20.289291999999996,20.608395999999995,20.935683999999995,21.116379999999996,21.752368999999995,22.140006999999994,22.391495999999993,22.981827999999993,23.245811999999994,23.709997999999995,24.128805999999994,24.293004999999994,24.830041999999995,25.219106999999994,25.809488999999992,26.832918999999993,27.152579999999993,27.589364999999994,28.132979999999993,28.762006999999993,30.029854999999994,30.358130999999993,30.883304999999993,31.44602799999999,31.95043399999999,32.24532399999999,32.47125799999999,33.23416799999999,34.04145699999999,34.343302999999985,34.496816999999986,34.97105299999998,35.26505599999999,35.69097499999999,36.28215299999999,37.07454899999998,37.537064999999984,37.79237999999999
92-2807112,,,,,,,0,0.29397,1.475524,1.90592,2.472751,2.8838760000000003,3.108861,3.4851010000000002,3.891284,4.264543,4.583493,4.783634999999999,5.232085,5.571362,5.711481999999999,6.441742,6.927283999999999,7.916916,8.80837,9.335101,9.914831,10.531654999999999,11.066529999999998,11.671142999999999,11.767176999999998,12.023623999999998,12.365248999999999,12.669593999999998,12.903249999999998,13.348706999999997,13.600260999999998,14.218726999999998,14.485191999999998,14.752398999999999,15.063406999999998,15.382631999999997,15.721230999999998,16.015631999999997,16.401563999999997,16.727641999999996,17.230971999999994,17.793967999999992,18.09293999999999,18.339000999999993,18.690973999999994,19.091668999999992,19.318977999999994,19.580846999999995,19.793305999999994,20.112409999999993,20.439697999999993,20.620393999999994,21.256382999999992,21.64402099999999,21.89550999999999,22.48584199999999,22.74982599999999,23.214011999999993,23.63281999999999,23.79701899999999,24.334055999999993,24.723120999999992,25.31350299999999,26.33693299999999,26.65659399999999,27.09337899999999,27.63699399999999,28.26602099999999,29.533868999999992,29.86214499999999,30.38731899999999,30.95004199999999,31.45444799999999,31.749337999999987,31.975271999999986,32.73818199999999,33.545470999999985,33.84731699999998,34.000830999999984,34.47506699999998,34.769069999999985,35.194988999999985,35.786166999999985,36.57856299999998,37.04107899999998,37.296393999999985
93-2806514,,,,,,,,0,1.181554,1.61195,2.178781,2.589906,2.8148910000000003,3.1911310000000004,3.5973140000000003,3.9705730000000004,4.289523,4.489665,4.938115,5.277392,5.417511999999999,6.147772,6.6333139999999995,7.622946,8.5144,9.041131,9.620861,10.237684999999999,10.772559999999999,11.377172999999999,11.473206999999999,11.729653999999998,12.071278999999999,12.375623999999998,12.609279999999998,13.054736999999998,13.306290999999998,13.924756999999998,14.191221999999998,14.458428999999999,14.769436999999998,15.088661999999998,15.427260999999998,15.721661999999998,16.107594,16.433671999999998,16.937002,17.499997999999998,17.798969999999997,18.045030999999998,18.397004,18.797698999999998,19.025008,19.286877,19.499336,19.81844,20.145728,20.326424,20.962412999999998,21.350050999999997,21.601539999999996,22.191871999999996,22.455855999999997,22.920042,23.338849999999997,23.503048999999997,24.040086,24.429150999999997,25.019532999999996,26.042962999999997,26.362623999999997,26.799408999999997,27.343023999999996,27.972050999999997,29.239898999999998,29.568174999999997,30.093348999999996,30.656071999999995,31.160477999999994,31.455367999999993,31.68130199999999,32.44421199999999,33.25150099999999,33.55334699999999,33.70686099999999,34.18109699999999,34.47509999999998,34.901018999999984,35.49219699999998,36.28459299999998,36.74710899999998,37.00242399999998
94-2804814,,,,,,,,,0,0.430396,0.9972270000000001,1.408352,1.633337,2.009577,2.41576,2.789019,3.107969,3.3081110000000002,3.7565610000000005,4.0958380000000005,4.235958,4.9662180000000005,5.45176,6.4413920000000005,7.332846000000001,7.859577000000001,8.439307000000001,9.056131,9.591006,10.195619,10.291653,10.5481,10.889725,11.19407,11.427726,11.873183,12.124737,12.743203,13.009668,13.276875,13.587883,13.907108,14.245707,14.540108,14.92604,15.252118000000001,15.755448000000001,16.318444,16.617416,16.863477,17.21545,17.616145,17.843454,18.105323000000002,18.317782,18.636886,18.964174,19.14487,19.780859,20.168497,20.419985999999998,21.010317999999998,21.274302,21.738488,22.157296,22.321495,22.858532,23.247597,23.837978999999997,24.861409,25.18107,25.617855,26.161469999999998,26.790497,28.058345,28.386620999999998,28.911794999999998,29.474517999999996,29.978923999999996,30.273813999999994,30.499747999999993,31.262657999999995,32.06994699999999,32.37179299999999,32.52530699999999,32.99954299999999,33.29354599999999,33.71946499999999,34.31064299999999,35.10303899999999,35.56555499999999,35.82086999999999
95-2807105,,,,,,,,,,0,0.5668310000000001,0.977956,1.202941,1.5791810000000002,1.9853640000000001,2.358623,2.677573,2.8777150000000002,3.3261650000000005,3.6654420000000005,3.8055620000000006,4.5358220000000005,5.021364,6.0109960000000004,6.902450000000001,7.429181000000001,8.008911000000001,8.625735,9.16061,9.765223,9.861257,10.117704,10.459329,10.763674,10.99733,11.442787,11.694341,12.312807,12.579272,12.846479,13.157487,13.476712,13.815311,14.109712,14.495644,14.821722000000001,15.325052000000001,15.888048000000001,16.18702,16.433081,16.785054000000002,17.185749,17.413058000000003,17.674927000000004,17.887386000000003,18.206490000000002,18.533778,18.714474000000003,19.350463,19.738101,19.98959,20.579922,20.843906,21.308092000000002,21.7269,21.891099,22.428136000000002,22.817201,23.407583000000002,24.431013000000004,24.750674000000004,25.187459000000004,25.731074000000003,26.360101000000004,27.627949000000005,27.956225000000003,28.481399000000003,29.044122,29.548528,29.843418,30.069352,30.832262,31.639551,31.941397000000002,32.094911,32.569147,32.863150000000005,33.289069000000005,33.880247000000004,34.672643,35.135159,35.390474000000005
