순번_정류장ID,62-2803875,63-2800253,64-2803871,65-2804720,66-2806360,67-2803869,68-2803971,69-2803970,70-2803968,71-2803966,72-2803964,73-2803962,74-2803960,75-2803958,76-2803956,77-2803954,78-2803952,79-2803993,80-2803995,81-2800298,82-2803997,83-2804792,84-2800289,85-2804767,86-2803998,87-2804000,88-2804002,89-2804004,90-2804006,91-2804008,92-2804011,93-2804012,94-2804014,95-2804016,96-2806404,97-2804019,98-2806406,99-2804020,100-2804705,101-2804027,102-2806303,103-2800283,104-2800281,105-2800280,106-2800278,107-2806663,108-2804031,109-2800260,110-2800275,111-2804713,112-2803598,113-2803600,114-2800273,115-2803601,116-2804331,117-2803581,118-2800271,119-2805489,120-2807150,121-2804581,122-2804582,123-2807389,124-2804032
62-2803875,0,0.324397,0.502733,0.8446069999999999,2.2513259999999997,2.6012269999999997,2.910656,3.580755,3.895343,4.501671,4.927124,5.249993,5.980688,6.396036,6.947768,7.491063,8.04229,8.837192,9.150991,9.28909,10.505737,11.009409,11.411456,11.94273,12.485346999999999,12.873019,13.257480999999999,13.510751999999998,13.858016999999998,14.150483999999999,14.548639999999999,14.919414,15.358139,15.658249999999999,15.987737,16.416961999999998,16.607706999999998,16.919870999999997,17.120371999999996,17.331315999999998,17.759355,18.151135,18.595564,19.305004,19.877223,20.014157,20.954983000000002,21.596300000000003,21.829028000000005,22.154707000000005,22.332851000000005,22.843987000000006,23.286916000000005,23.489525000000004,23.671141000000006,23.925461000000006,24.406793000000004,24.913723000000005,25.277972000000005,25.618907000000007,25.920160000000006,26.061841000000005,26.919073000000004
63-2800253,,0,0.178336,0.52021,1.926929,2.27683,2.586259,3.256358,3.570946,4.177274000000001,4.602727000000001,4.9255960000000005,5.656291,6.071639,6.623371000000001,7.166666,7.717893,8.512795,8.826594,8.964693,10.18134,10.685012,11.087059,11.618333,12.16095,12.548622,12.933084,13.186354999999999,13.533619999999999,13.826087,14.224243,14.595017,15.033742,15.333853,15.66334,16.092565,16.28331,16.595474,16.795975,17.006919,17.434958,17.826738000000002,18.271167000000002,18.980607000000003,19.552826000000003,19.689760000000003,20.630586000000005,21.271903000000005,21.504631000000007,21.830310000000008,22.008454000000008,22.519590000000008,22.962519000000007,23.165128000000006,23.346744000000008,23.601064000000008,24.082396000000006,24.589326000000007,24.953575000000008,25.29451000000001,25.59576300000001,25.737444000000007,26.594676000000007
64-2803871,,,0,0.34187399999999996,1.748593,2.098494,2.4079230000000003,3.0780220000000003,3.3926100000000003,3.9989380000000003,4.424391,4.74726,5.477955,5.8933029999999995,6.445035,6.9883299999999995,7.539556999999999,8.334458999999999,8.648257999999998,8.786356999999999,10.003003999999999,10.506675999999999,10.908722999999998,11.439996999999998,11.982613999999998,12.370285999999998,12.754747999999998,13.008018999999997,13.355283999999997,13.647750999999998,14.045906999999998,14.416680999999999,14.855405999999999,15.155516999999998,15.485003999999998,15.914228999999999,16.104974,16.417137999999998,16.617638999999997,16.828583,17.256622,17.648402,18.092831,18.802271,19.37449,19.511424,20.452250000000003,21.093567000000004,21.326295000000005,21.651974000000006,21.830118000000006,22.341254000000006,22.784183000000006,22.986792000000005,23.168408000000007,23.422728000000006,23.904060000000005,24.410990000000005,24.775239000000006,25.116174000000008,25.417427000000007,25.559108000000005,26.416340000000005
65-2804720,,,,0,1.406719,1.75662,2.066049,2.736148,3.050736,3.657064,4.082517,4.405386,5.136081,5.551429,6.103161,6.646456,7.197683,7.992585,8.306384,8.444483,9.66113,10.164802,10.566849,11.098123,11.64074,12.028412,12.412873999999999,12.666144999999998,13.013409999999999,13.305876999999999,13.704032999999999,14.074807,14.513532,14.813642999999999,15.14313,15.572355,15.7631,16.075264,16.275765,16.486709,16.914748000000003,17.306528000000004,17.750957000000003,18.460397000000004,19.032616000000004,19.169550000000005,20.110376000000006,20.751693000000007,20.984421000000008,21.31010000000001,21.48824400000001,21.99938000000001,22.44230900000001,22.644918000000008,22.82653400000001,23.08085400000001,23.562186000000008,24.069116000000008,24.43336500000001,24.77430000000001,25.07555300000001,25.21723400000001,26.074466000000008
66-2806360,,,,,0,0.349901,0.65933,1.329429,1.644017,2.2503450000000003,2.6757980000000003,2.998667,3.729362,4.14471,4.696442,5.239737,5.790964,6.585865999999999,6.899665,7.037764,8.254411000000001,8.758083000000001,9.16013,9.691404,10.234021,10.621693,11.006155,11.259426,11.606691,11.899158,12.297314,12.668088000000001,13.106813,13.406924,13.736411,14.165636000000001,14.356381,14.668545,14.869045999999999,15.079989999999999,15.508028999999999,15.899809,16.344238,17.053678,17.625897000000002,17.762831000000002,18.703657000000003,19.344974000000004,19.577702000000006,19.903381000000007,20.081525000000006,20.592661000000007,21.035590000000006,21.238199000000005,21.419815000000007,21.674135000000007,22.155467000000005,22.662397000000006,23.026646000000007,23.36758100000001,23.668834000000007,23.810515000000006,24.667747000000006
67-2803869,,,,,,0,0.309429,0.979528,1.294116,1.900444,2.325897,2.6487659999999997,3.3794609999999996,3.7948089999999994,4.346540999999999,4.889835999999999,5.441062999999999,6.235964999999998,6.549763999999999,6.687862999999999,7.904509999999999,8.408182,8.810229,9.341503,9.88412,10.271792,10.656253999999999,10.909524999999999,11.256789999999999,11.549256999999999,11.947413,12.318187,12.756912,13.057023,13.38651,13.815735,14.00648,14.318643999999999,14.519144999999998,14.730088999999998,15.158127999999998,15.549907999999999,15.994336999999998,16.703777,17.275996,17.41293,18.353756,18.995073,19.227801000000003,19.553480000000004,19.731624000000004,20.242760000000004,20.685689000000004,20.888298000000002,21.069914000000004,21.324234000000004,21.805566000000002,22.312496000000003,22.676745000000004,23.017680000000006,23.318933000000005,23.460614000000003,24.317846000000003
68-2803971,,,,,,,0,0.670099,0.9846870000000001,1.591015,2.016468,2.339337,3.070032,3.4853799999999997,4.037112,4.580406999999999,5.131633999999999,5.926535999999999,6.240334999999999,6.3784339999999995,7.5950809999999995,8.098753,8.5008,9.032074,9.574691,9.962363,10.346824999999999,10.600095999999999,10.947360999999999,11.239828,11.637984,12.008758,12.447483,12.747594,13.077081,13.506306,13.697051,14.009215,14.209715999999998,14.420659999999998,14.848698999999998,15.240478999999999,15.684907999999998,16.394347999999997,16.966566999999998,17.103500999999998,18.044327,18.685644,18.918372,19.244051000000002,19.422195000000002,19.933331000000003,20.376260000000002,20.578869,20.760485000000003,21.014805000000003,21.496137,22.003067,22.367316000000002,22.708251000000004,23.009504000000003,23.151185,24.008417
69-2803970,,,,,,,,0,0.31458800000000003,0.9209160000000001,1.3463690000000001,1.6692380000000002,2.3999330000000003,2.815281,3.367013,3.910308,4.4615350000000005,5.256437,5.570236,5.708335000000001,6.924982000000001,7.428654000000001,7.830701,8.361975000000001,8.904592000000001,9.292264000000001,9.676726,9.929997,10.277262,10.569729,10.967885,11.338659000000002,11.777384000000001,12.077495,12.406982000000001,12.836207000000002,13.026952000000001,13.339116,13.539617,13.750561,14.1786,14.57038,15.014809,15.724249,16.296468,16.433402,17.374228000000002,18.015545000000003,18.248273000000005,18.573952000000006,18.752096000000005,19.263232000000006,19.706161000000005,19.908770000000004,20.090386000000002,20.344706000000002,20.826038,21.332968,21.697217000000002,22.038152000000004,22.339405000000003,22.481086,23.338318
70-2803968,,,,,,,,,0,0.606328,1.031781,1.3546500000000001,2.0853450000000002,2.500693,3.052425,3.59572,4.146947,4.9418489999999995,5.255648,5.393747,6.610394,7.114066,7.516113,8.047387,8.590004,8.977676,9.362138,9.615409,9.962674,10.255141,10.653297,11.024071000000001,11.462796,11.762907,12.092394,12.521619000000001,12.712364,13.024528,13.225029,13.435972999999999,13.864011999999999,14.255792,14.700220999999999,15.409661,15.98188,16.118814,17.05964,17.700957000000002,17.933685000000004,18.259364000000005,18.437508000000005,18.948644000000005,19.391573000000005,19.594182000000004,19.775798,20.030118,20.51145,21.01838,21.382629,21.723564000000003,22.024817000000002,22.166498,23.02373
71-2803966,,,,,,,,,,0,0.42545299999999997,0.7483219999999999,1.4790169999999998,1.8943649999999996,2.4460969999999995,2.9893919999999996,3.5406189999999995,4.335521,4.64932,4.787419000000001,6.004066000000001,6.507738000000001,6.909785,7.441059,7.983676,8.371348,8.755809999999999,9.009080999999998,9.356345999999998,9.648812999999999,10.046968999999999,10.417743,10.856468,11.156578999999999,11.486066,11.915291,12.106036,12.418199999999999,12.618700999999998,12.829644999999998,13.257683999999998,13.649463999999998,14.093892999999998,14.803332999999999,15.375551999999999,15.512485999999999,16.453312,17.094629,17.327357000000003,17.653036000000004,17.831180000000003,18.342316000000004,18.785245000000003,18.987854000000002,19.169470000000004,19.423790000000004,19.905122000000002,20.412052000000003,20.776301000000004,21.117236000000005,21.418489000000005,21.560170000000003,22.417402000000003
