순번_정류장ID,1-2806577,2-2805488,3-2800272,4-2803582,5-2803603,6-2803602,7-2800274,8-2803847,9-2803599,10-2804712,11-2800276,12-2800277,13-2803597,14-2806642,15-2804030,16-2800279,17-2804029,18-2800282,19-2800284,20-2800285,21-2803933,22-2800287,23-2800288,24-2804793,25-2800291,26-2800296,27-2800298,28-2804064,29-2804535,30-2804537,31-2806644,32-2806646,33-2806647,34-2806650,35-2800259,36-2800058,37-2805220,38-2803619,39-2804455,40-2804456,41-2804526,42-2804457,43-2800045,44-2800035,45-2805398,46-2805723,47-2805418,48-2800053,49-2800024,50-2800429,51-2807089,52-2800492,53-2805286,54-2800486,55-2800477,56-2800474,57-2800329,58-2800365,59-2800454,60-2800461,61-2800463,62-2800466,63-2800470,64-2800353,65-2803672,66-2800309,67-2800480,68-2800491,69-2800494,70-2800496,71-2800499,72-2805303,73-2800511,74-2800514,75-2800516,76-2800518,77-2800522,78-2800531,79-2800349,80-2807211,81-2800534,82-2800386,83-2807091,84-2805588,85-2803765,86-2800561,87-2805675,88-2803658,89-2806657,90-2805025,91-2807279,92-2805574,93-2804896,94-2805037,95-2805221,96-2805232,97-2805872,98-2805230,99-2807093,100-2805331,101-2805579,102-2806912,103-2805449,104-2805840,105-2805330,106-2805560,107-2805838,108-2805334,109-2800391,110-2807317
1-2806577,0,0.6387649999999999,1.5633270000000001,1.949958,2.1899830000000002,2.354149,2.61591,3.005773,3.55343,3.759252,4.032403,4.305973000000001,4.993646000000001,5.897221000000001,6.057716000000001,6.607876000000001,7.310169000000001,7.751471000000001,8.586682000000001,9.025455000000001,9.92284,11.237463,11.672789999999999,12.093447999999999,12.603651,13.154850999999999,13.392828999999999,13.930157999999999,14.196838999999999,14.69343,15.373521,16.083459,16.556458000000003,17.331715000000003,18.940879000000002,21.586615000000002,22.695547,23.103393,23.628981,24.438187,24.798904,25.128033000000002,25.575521000000002,27.605822000000003,29.075196000000002,29.585853,30.046523,30.893844,32.840097,33.650628,35.379388999999996,35.753057999999996,36.006327999999996,36.355166,36.828818,37.036099,37.361031,37.608566999999994,37.798700999999994,38.36565099999999,38.56274599999999,38.90927399999999,39.16823399999999,39.69447099999999,39.830490999999995,40.23575399999999,40.44931799999999,40.69774399999999,41.054976999999994,41.486824999999996,41.773087,42.795182,43.180248,43.468147,43.618767000000005,43.80806400000001,43.988403000000005,44.348538000000005,44.445399,44.770319,45.125812,45.906498000000006,46.19812900000001,46.43446200000001,46.76676400000001,46.96254300000001,47.81202400000001,48.715728000000006,49.42766400000001,49.728227000000004,49.947689000000004,50.47499800000001,50.637063000000005,50.943760000000005,51.185065,51.526540000000004,51.718199000000006,51.94506700000001,52.29916400000001,52.51797100000001,52.86857000000001,53.26495100000001,53.87213400000001,54.09038300000001,54.22715900000001,54.48099800000001,54.679292000000004,55.007844000000006,56.429280000000006,56.707305000000005
2-2805488,,0,0.9245620000000001,1.311193,1.551218,1.715384,1.9771450000000002,2.3670080000000002,2.9146650000000003,3.1204870000000002,3.393638,3.667208,4.354881,5.258456,5.418951,5.969111,6.671404,7.112706,7.947917,8.38669,9.284075,10.598697999999999,11.034025,11.454683,11.964886,12.516086,12.754064,13.291393,13.558074,14.054665,14.734756,15.444694,15.917693,16.69295,18.302114,20.94785,22.056782,22.464627999999998,22.990215999999997,23.799421999999996,24.160138999999997,24.489267999999996,24.936755999999995,26.967056999999997,28.436430999999995,28.947087999999994,29.407757999999994,30.255078999999995,32.201331999999994,33.01186299999999,34.74062399999999,35.11429299999999,35.36756299999999,35.71640099999999,36.19005299999999,36.397333999999994,36.72226599999999,36.96980199999999,37.15993599999999,37.726885999999986,37.92398099999998,38.27050899999998,38.529468999999985,39.05570599999999,39.19172599999999,39.596988999999986,39.810552999999985,40.05897899999999,40.41621199999999,40.84805999999999,41.13432199999999,42.15641699999999,42.54148299999999,42.829381999999995,42.980002,43.169299,43.349638,43.709773,43.806633999999995,44.131553999999994,44.487047,45.267733,45.559364,45.795697000000004,46.127999,46.323778000000004,47.173259,48.076963,48.788899,49.089462,49.308924,49.836233,49.998298,50.304995,50.546299999999995,50.887775,51.079434,51.306302,51.660399000000005,51.879206,52.229805000000006,52.626186000000004,53.233369,53.451618,53.588394,53.842233,54.040527,54.369079,55.790515,56.06854
3-2800272,,,0,0.386631,0.626656,0.790822,1.052583,1.4424460000000001,1.990103,2.195925,2.469076,2.7426459999999997,3.430319,4.333894,4.494389,5.044549,5.746842,6.188144,7.0233550000000005,7.462128000000001,8.359513000000002,9.674136,10.109463000000002,10.530121000000001,11.040324000000002,11.591524000000001,11.829502000000002,12.366831000000001,12.633512000000001,13.130103000000002,13.810194000000003,14.520132000000002,14.993131000000002,15.768388000000002,17.377552,20.023288,21.13222,21.540066,22.065654,22.874859999999998,23.235577,23.564706,24.012194,26.042495000000002,27.511869,28.022526,28.483196,29.330517,31.27677,32.087301,33.816061999999995,34.189730999999995,34.443000999999995,34.791838999999996,35.265491,35.472772,35.797703999999996,36.04523999999999,36.23537399999999,36.80232399999999,36.99941899999999,37.34594699999999,37.60490699999999,38.13114399999999,38.267163999999994,38.67242699999999,38.88599099999999,39.13441699999999,39.49164999999999,39.923497999999995,40.209759999999996,41.231854999999996,41.616921,41.90482,42.055440000000004,42.24473700000001,42.425076000000004,42.785211000000004,42.882072,43.206992,43.562485,44.343171000000005,44.63480200000001,44.87113500000001,45.20343700000001,45.39921600000001,46.24869700000001,47.152401000000005,47.864337000000006,48.1649,48.384362,48.911671000000005,49.073736000000004,49.380433000000004,49.621738,49.963213,50.154872000000005,50.38174000000001,50.73583700000001,50.95464400000001,51.30524300000001,51.70162400000001,52.30880700000001,52.52705600000001,52.663832000000006,52.917671000000006,53.115965,53.444517000000005,54.865953000000005,55.143978000000004
4-2803582,,,,0,0.240025,0.40419099999999997,0.665952,1.055815,1.603472,1.809294,2.082445,2.3560149999999997,3.0436879999999995,3.9472629999999995,4.107758,4.657918,5.360211,5.801513,6.636724,7.075497,7.972882,9.287505,9.722832,10.14349,10.653693,11.204893,11.442871,11.9802,12.246881,12.743472,13.423563000000001,14.133501,14.6065,15.381757,16.990921,19.636657,20.745589,21.153434999999998,21.679022999999997,22.488228999999997,22.848945999999998,23.178075,23.625563,25.655864,27.125238,27.635894999999998,28.096565,28.943886,30.890138999999998,31.70067,33.429431,33.8031,34.05637,34.405208,34.87886,35.086141000000005,35.411073,35.658609,35.848743,36.415693,36.612787999999995,36.959315999999994,37.218275999999996,37.744513,37.880533,38.285796,38.499359999999996,38.747786,39.105019,39.536867,39.823129,40.845224,41.230290000000004,41.51818900000001,41.66880900000001,41.858106000000014,42.03844500000001,42.39858000000001,42.49544100000001,42.820361000000005,43.17585400000001,43.95654000000001,44.24817100000001,44.484504000000015,44.816806000000014,45.012585000000016,45.86206600000001,46.76577000000001,47.47770600000001,47.77826900000001,47.99773100000001,48.52504000000001,48.68710500000001,48.99380200000001,49.235107000000006,49.57658200000001,49.76824100000001,49.995109000000014,50.34920600000002,50.568013000000015,50.91861200000002,51.314993000000015,51.922176000000015,52.140425000000015,52.27720100000001,52.53104000000001,52.72933400000001,53.05788600000001,54.47932200000001,54.75734700000001
5-2803603,,,,,0,0.164166,0.42592700000000006,0.81579,1.3634469999999999,1.5692689999999998,1.8424199999999997,2.1159899999999996,2.8036629999999994,3.7072379999999994,3.8677329999999994,4.417892999999999,5.1201859999999995,5.561488,6.396699,6.835472,7.732857,9.04748,9.482807000000001,9.903465,10.413668000000001,10.964868000000001,11.202846000000001,11.740175,12.006856,12.503447000000001,13.183538000000002,13.893476000000001,14.366475000000001,15.141732000000001,16.750896,19.396632,20.505564,20.91341,21.438997999999998,22.248203999999998,22.608921,22.938049999999997,23.385537999999997,25.415839,26.885212999999997,27.395869999999995,27.856539999999995,28.703860999999996,30.650113999999995,31.460644999999996,33.189406,33.563075,33.816345,34.165183,34.638835,34.846116,35.171048,35.418583999999996,35.608717999999996,36.175667999999995,36.37276299999999,36.71929099999999,36.97825099999999,37.504487999999995,37.640508,38.045770999999995,38.25933499999999,38.507760999999995,38.864993999999996,39.296842,39.583104,40.605199,40.990265,41.278164000000004,41.42878400000001,41.61808100000001,41.79842000000001,42.15855500000001,42.255416000000004,42.580336,42.935829000000005,43.71651500000001,44.00814600000001,44.24447900000001,44.57678100000001,44.77256000000001,45.62204100000001,46.52574500000001,47.23768100000001,47.538244000000006,47.757706000000006,48.28501500000001,48.44708000000001,48.75377700000001,48.995082000000004,49.336557000000006,49.52821600000001,49.75508400000001,50.109181000000014,50.32798800000001,50.678587000000014,51.07496800000001,51.68215100000001,51.90040000000001,52.03717600000001,52.29101500000001,52.489309000000006,52.81786100000001,54.23929700000001,54.51732200000001
6-2803602,,,,,,0,0.261761,0.651624,1.199281,1.405103,1.678254,1.9518239999999998,2.6394969999999995,3.5430719999999996,3.7035669999999996,4.253727,4.95602,5.397322,6.232533,6.671306,7.568691,8.883314,9.318641,9.739298999999999,10.249502,10.800702,11.03868,11.576008999999999,11.84269,12.339281,13.019372,13.72931,14.202309,14.977566,16.58673,19.232466,20.341397999999998,20.749243999999997,21.274831999999996,22.084037999999996,22.444754999999997,22.773883999999995,23.221371999999995,25.251672999999997,26.721046999999995,27.231703999999993,27.692373999999994,28.539694999999995,30.485947999999993,31.296478999999994,33.02524,33.398908999999996,33.652179,34.001017,34.474669,34.68195,35.006882,35.254417999999994,35.444551999999995,36.01150199999999,36.20859699999999,36.55512499999999,36.81408499999999,37.34032199999999,37.476341999999995,37.88160499999999,38.09516899999999,38.34359499999999,38.700827999999994,39.132676,39.418938,40.441033,40.826099,41.113998,41.264618000000006,41.45391500000001,41.634254000000006,41.994389000000005,42.09125,42.41617,42.771663000000004,43.55234900000001,43.84398000000001,44.08031300000001,44.41261500000001,44.60839400000001,45.45787500000001,46.361579000000006,47.07351500000001,47.374078000000004,47.593540000000004,48.12084900000001,48.282914000000005,48.589611000000005,48.830916,49.172391000000005,49.364050000000006,49.59091800000001,49.94501500000001,50.16382200000001,50.51442100000001,50.91080200000001,51.51798500000001,51.73623400000001,51.87301000000001,52.12684900000001,52.325143000000004,52.653695000000006,54.075131000000006,54.353156000000006
7-2800274,,,,,,,0,0.389863,0.9375199999999999,1.1433419999999999,1.416493,1.6900629999999999,2.3777359999999996,3.2813109999999996,3.4418059999999997,3.9919659999999997,4.694259,5.135561,5.970772,6.4095450000000005,7.30693,8.621553,9.05688,9.477538,9.987741,10.538941,10.776919,11.314248,11.580929,12.07752,12.757611,13.467549,13.940548,14.715805,16.324969,18.970705,20.079636999999998,20.487482999999997,21.013070999999997,21.822276999999996,22.182993999999997,22.512122999999995,22.959610999999995,24.989911999999997,26.459285999999995,26.969942999999994,27.430612999999994,28.277933999999995,30.224186999999993,31.034717999999994,32.763479,33.137147999999996,33.390418,33.739256,34.212908,34.420189,34.745121,34.992656999999994,35.182790999999995,35.74974099999999,35.94683599999999,36.29336399999999,36.55232399999999,37.07856099999999,37.214580999999995,37.61984399999999,37.83340799999999,38.08183399999999,38.439066999999994,38.870915,39.157177,40.179272,40.564338,40.852237,41.002857000000006,41.19215400000001,41.372493000000006,41.732628000000005,41.829489,42.154409,42.509902000000004,43.29058800000001,43.58221900000001,43.81855200000001,44.15085400000001,44.34663300000001,45.19611400000001,46.099818000000006,46.81175400000001,47.112317000000004,47.331779000000004,47.85908800000001,48.021153000000005,48.327850000000005,48.569155,48.910630000000005,49.102289000000006,49.32915700000001,49.68325400000001,49.90206100000001,50.25266000000001,50.64904100000001,51.25622400000001,51.47447300000001,51.61124900000001,51.86508800000001,52.063382000000004,52.391934000000006,53.813370000000006,54.091395000000006
8-2803847,,,,,,,,0,0.547657,0.7534789999999999,1.02663,1.3001999999999998,1.9878729999999998,2.8914479999999996,3.0519429999999996,3.6021029999999996,4.304396,4.745698,5.580909,6.019682,6.917067,8.23169,8.667017000000001,9.087675,9.597878000000001,10.149078000000001,10.387056000000001,10.924385000000001,11.191066000000001,11.687657000000002,12.367748000000002,13.077686000000002,13.550685000000001,14.325942000000001,15.935106000000001,18.580842,19.689774,20.09762,20.623207999999998,21.432413999999998,21.793131,22.122259999999997,22.569747999999997,24.600049,26.069422999999997,26.580079999999995,27.040749999999996,27.888070999999997,29.834323999999995,30.644854999999996,32.373616,32.747285,33.000555,33.349393,33.823045,34.030326,34.355258,34.602793999999996,34.792927999999996,35.359877999999995,35.55697299999999,35.90350099999999,36.16246099999999,36.688697999999995,36.824718,37.229980999999995,37.44354499999999,37.691970999999995,38.049203999999996,38.481052,38.767314,39.789409,40.174475,40.462374000000004,40.61299400000001,40.80229100000001,40.98263000000001,41.34276500000001,41.439626000000004,41.764546,42.120039000000006,42.90072500000001,43.19235600000001,43.42868900000001,43.76099100000001,43.95677000000001,44.80625100000001,45.70995500000001,46.42189100000001,46.722454000000006,46.941916000000006,47.46922500000001,47.63129000000001,47.93798700000001,48.179292000000004,48.520767000000006,48.71242600000001,48.93929400000001,49.293391000000014,49.51219800000001,49.862797000000015,50.25917800000001,50.86636100000001,51.08461000000001,51.22138600000001,51.47522500000001,51.673519000000006,52.00207100000001,53.42350700000001,53.70153200000001
9-2803599,,,,,,,,,0,0.20582199999999998,0.478973,0.752543,1.440216,2.343791,2.504286,3.054446,3.756739,4.198041,5.033252,5.472025,6.36941,7.684033,8.11936,8.540018,9.050221,9.601421,9.839399,10.376728,10.643409,11.14,11.820091000000001,12.530029,13.003028,13.778285,15.387449,18.033185,19.142117,19.549962999999998,20.075550999999997,20.884756999999997,21.245473999999998,21.574602999999996,22.022090999999996,24.052391999999998,25.521765999999996,26.032422999999994,26.493092999999995,27.340413999999996,29.286666999999994,30.097197999999995,31.825958999999994,32.199628,32.452898,32.801736,33.275388,33.482669,33.807601,34.055136999999995,34.245270999999995,34.812220999999994,35.00931599999999,35.35584399999999,35.61480399999999,36.141040999999994,36.277060999999996,36.682323999999994,36.89588799999999,37.144313999999994,37.501546999999995,37.933395,38.219657,39.241752,39.626818,39.914717,40.06533700000001,40.25463400000001,40.43497300000001,40.795108000000006,40.891969,41.216889,41.572382000000005,42.35306800000001,42.64469900000001,42.88103200000001,43.21333400000001,43.40911300000001,44.25859400000001,45.16229800000001,45.87423400000001,46.174797000000005,46.394259000000005,46.92156800000001,47.083633000000006,47.390330000000006,47.631635,47.973110000000005,48.16476900000001,48.39163700000001,48.74573400000001,48.96454100000001,49.315140000000014,49.71152100000001,50.31870400000001,50.53695300000001,50.67372900000001,50.92756800000001,51.125862000000005,51.45441400000001,52.87585000000001,53.153875000000006
10-2804712,,,,,,,,,,0,0.27315100000000003,0.546721,1.234394,2.137969,2.298464,2.848624,3.550917,3.992219,4.82743,5.266203,6.163588,7.478211,7.913538,8.334196,8.844399000000001,9.395599,9.633577,10.170906,10.437587,10.934178000000001,11.614269,12.324207,12.797206,13.572462999999999,15.181626999999999,17.827363,18.936294999999998,19.344140999999997,19.869728999999996,20.678934999999996,21.039651999999997,21.368781,21.816269,23.84657,25.315944,25.826600999999997,26.287270999999997,27.134591999999998,29.080844999999997,29.891375999999998,31.620136999999996,31.993805999999996,32.24707599999999,32.59591399999999,33.069565999999995,33.276847,33.60177899999999,33.84931499999999,34.03944899999999,34.60639899999999,34.803493999999986,35.150021999999986,35.40898199999999,35.93521899999999,36.07123899999999,36.47650199999999,36.69006599999999,36.93849199999999,37.29572499999999,37.72757299999999,38.01383499999999,39.03592999999999,39.420995999999995,39.708895,39.859515,40.048812000000005,40.229151,40.589286,40.686147,41.011067,41.36656,42.147246,42.438877000000005,42.67521000000001,43.007512000000006,43.20329100000001,44.052772000000004,44.956476,45.668412000000004,45.968975,46.188437,46.715746,46.877811,47.184508,47.425813,47.767288,47.958947,48.185815000000005,48.53991200000001,48.758719000000006,49.10931800000001,49.50569900000001,50.112882000000006,50.331131000000006,50.467907000000004,50.721746,50.92004,51.248592,52.670028,52.948053
