순번_정류장ID,28-2801846,29-2802103,30-2802076,31-2802092,32-2802106,33-2802113,34-2802122,35-2802720,36-2802714,37-2802696,38-2802038,39-2802672,40-2802642,41-2802674,42-2802665,43-2802662,44-2806716,45-2806715,46-2806713,47-2806711,48-2802652
28-2801846,0,0.30141100000000004,0.66601,0.924383,1.42861,1.5910039999999999,1.803019,2.048718,2.440766,2.784288,3.290742,3.724398,4.103723,4.245165999999999,4.458355999999999,4.6949939999999994,5.312143999999999,5.697733999999999,6.151033999999998,6.537053999999999,7.114614999999999
29-2802103,,0,0.36459899999999995,0.622972,1.127199,1.289593,1.501608,1.747307,2.139355,2.4828770000000002,2.989331,3.422987,3.802312,3.9437550000000003,4.156945,4.3935830000000005,5.010733,5.396323,5.849622999999999,6.235643,6.813204
30-2802076,,,0,0.258373,0.7626000000000002,0.9249940000000002,1.1370090000000002,1.382708,1.774756,2.118278,2.624732,3.058388,3.437713,3.5791560000000002,3.792346,4.028984,4.646134,5.031724,5.485023999999999,5.8710439999999995,6.448605
31-2802092,,,,0,0.5042270000000001,0.6666210000000001,0.8786360000000002,1.124335,1.516383,1.859905,2.366359,2.800015,3.1793400000000003,3.3207830000000005,3.5339730000000005,3.7706110000000006,4.387761,4.773351,5.2266509999999995,5.612671,6.190232
32-2802106,,,,,0,0.162394,0.374409,0.620108,1.012156,1.3556780000000002,1.8621320000000001,2.295788,2.675113,2.8165560000000003,3.0297460000000003,3.2663840000000004,3.8835340000000005,4.269124000000001,4.722424,5.108444,5.686005000000001
33-2802113,,,,,,0,0.212015,0.45771399999999995,0.8497619999999999,1.1932839999999998,1.6997379999999997,2.133394,2.512719,2.6541620000000004,2.8673520000000003,3.1039900000000005,3.7211400000000006,4.106730000000001,4.56003,4.9460500000000005,5.523611000000001
34-2802122,,,,,,,0,0.24569899999999997,0.637747,0.981269,1.487723,1.921379,2.300704,2.4421470000000003,2.6553370000000003,2.8919750000000004,3.5091250000000005,3.8947150000000006,4.348015,4.734035,5.311596000000001
35-2802720,,,,,,,,0,0.392048,0.7355700000000001,1.242024,1.67568,2.055005,2.196448,2.409638,2.6462760000000003,3.2634260000000004,3.6490160000000005,4.102316,4.488336,5.0658970000000005
36-2802714,,,,,,,,,0,0.343522,0.849976,1.2836319999999999,1.662957,1.8044,2.01759,2.2542280000000003,2.8713780000000004,3.2569680000000005,3.7102680000000006,4.096288,4.673849000000001
37-2802696,,,,,,,,,,0,0.506454,0.94011,1.319435,1.460878,1.674068,1.9107059999999998,2.527856,2.913446,3.366746,3.752766,4.330327
38-2802038,,,,,,,,,,,0,0.43365600000000004,0.8129810000000001,0.954424,1.1676140000000002,1.404252,2.021402,2.4069920000000002,2.8602920000000003,3.246312,3.823873
39-2802672,,,,,,,,,,,,0,0.379325,0.520768,0.733958,0.970596,1.587746,1.9733360000000002,2.4266360000000002,2.812656,3.390217
40-2802642,,,,,,,,,,,,,0,0.141443,0.35463300000000003,0.5912710000000001,1.208421,1.594011,2.047311,2.433331,3.010892
41-2802674,,,,,,,,,,,,,,0,0.21319000000000002,0.449828,1.066978,1.4525679999999999,1.905868,2.2918879999999997,2.8694489999999995
42-2802665,,,,,,,,,,,,,,,0,0.23663800000000001,0.853788,1.2393779999999999,1.692678,2.0786979999999997,2.6562589999999995
43-2802662,,,,,,,,,,,,,,,,0,0.61715,1.00274,1.45604,1.84206,2.4196210000000002
44-2806716,,,,,,,,,,,,,,,,,0,0.38559,0.8388899999999999,1.22491,1.802471
45-2806715,,,,,,,,,,,,,,,,,,0,0.4533,0.83932,1.416881
46-2806713,,,,,,,,,,,,,,,,,,,0,0.38602,0.963581
47-2806711,,,,,,,,,,,,,,,,,,,,0,0.577561
48-2802652,,,,,,,,,,,,,,,,,,,,,0
