순번_정류장ID,1-2800270,2-2800268,3-2800264,4-2807245,5-2800262,6-2807367,7-2800265,8-2803682,9-2807369,10-2804135,11-2803684,12-2803685,13-2803686,14-2803687,15-2804667,16-2804682,17-2804680,18-2804679,19-2804676,20-2804674,21-2804742,22-2804671,23-2804154,24-2804156,25-2804157,26-2804159,27-2804670
1-2800270,0,0.271294,0.583611,0.7228600000000001,0.9735420000000001,1.2633670000000001,1.9028870000000002,2.2313310000000004,2.3665350000000003,2.793673,3.205846,3.9444500000000002,4.414061,5.058141,5.79008,6.169054999999999,6.665232,6.99337,7.260504,7.707426,8.102139,8.418524,8.906065,9.254146,9.474998000000001,10.033305,11.088366
2-2800268,,0,0.312317,0.451566,0.702248,0.992073,1.631593,1.960037,2.095241,2.522379,2.934552,3.673156,4.142767,4.786847,5.5187859999999995,5.897760999999999,6.3939379999999995,6.7220759999999995,6.98921,7.436132,7.830845,8.14723,8.634771,8.982852000000001,9.203704000000002,9.762011000000001,10.817072000000001
3-2800264,,,0,0.139249,0.389931,0.679756,1.319276,1.6477199999999999,1.782924,2.2100619999999997,2.622235,3.360839,3.83045,4.47453,5.206468999999999,5.585443999999999,6.081620999999999,6.409758999999999,6.676893,7.123815,7.518528,7.834913,8.322454,8.670535000000001,8.891387000000002,9.449694000000001,10.504755000000001
4-2807245,,,,0,0.250682,0.5405070000000001,1.180027,1.508471,1.643675,2.0708130000000002,2.4829860000000004,3.2215900000000004,3.6912010000000004,4.335281,5.06722,5.4461949999999995,5.942372,6.27051,6.537644,6.984566,7.379279,7.695664000000001,8.183205000000001,8.531286000000001,8.752138000000002,9.310445000000001,10.365506000000002
5-2800262,,,,,0,0.289825,0.929345,1.257789,1.3929930000000001,1.8201310000000002,2.232304,2.970908,3.440519,4.084599,4.8165379999999995,5.195512999999999,5.6916899999999995,6.0198279999999995,6.286962,6.733884,7.128597,7.444982,7.932523000000001,8.280604,8.501456000000001,9.059763,10.114824
6-2807367,,,,,,0,0.63952,0.967964,1.1031680000000001,1.5303060000000002,1.942479,2.681083,3.150694,3.7947740000000003,4.526713,4.905688,5.401865,5.730003,5.997137,6.444059,6.8387720000000005,7.155157000000001,7.642698000000001,7.990779000000001,8.211631,8.769938,9.824999
7-2800265,,,,,,,0,0.328444,0.463648,0.8907860000000001,1.302959,2.041563,2.511174,3.1552540000000002,3.8871930000000003,4.266168,4.762345000000001,5.090483000000001,5.357617000000001,5.804539000000001,6.199252000000001,6.515637000000002,7.003178000000002,7.3512590000000015,7.572111000000001,8.130418,9.185479
8-2803682,,,,,,,,0,0.135204,0.562342,0.974515,1.713119,2.18273,2.82681,3.558749,3.9377240000000002,4.4339010000000005,4.762039000000001,5.029173000000001,5.476095000000001,5.870808000000001,6.1871930000000015,6.674734000000002,7.022815000000001,7.243667000000001,7.801974000000001,8.857035000000002
9-2807369,,,,,,,,,0,0.427138,0.8393109999999999,1.577915,2.047526,2.691606,3.4235450000000003,3.8025200000000003,4.298697000000001,4.626835000000001,4.893969000000001,5.340891000000001,5.735604000000001,6.051989000000002,6.539530000000002,6.8876110000000015,7.108463000000001,7.666770000000001,8.721831000000002
10-2804135,,,,,,,,,,0,0.41217299999999996,1.150777,1.620388,2.264468,2.996407,3.375382,3.871559,4.199697,4.466831,4.913753,5.308466,5.6248510000000005,6.112392000000001,6.460473,6.681325,7.239632,8.294693
11-2803684,,,,,,,,,,,0,0.738604,1.208215,1.852295,2.584234,2.963209,3.459386,3.787524,4.054658,4.50158,4.896293,5.212678,5.700219000000001,6.0483,6.269152,6.827459,7.88252
12-2803685,,,,,,,,,,,,0,0.46961099999999995,1.113691,1.8456299999999999,2.224605,2.720782,3.04892,3.316054,3.762976,4.157689,4.474074000000001,4.961615000000001,5.309696000000001,5.5305480000000005,6.088855000000001,7.143916000000001
13-2803686,,,,,,,,,,,,,0,0.64408,1.3760189999999999,1.754994,2.251171,2.579309,2.846443,3.2933649999999997,3.6880779999999995,4.004462999999999,4.492004,4.840084999999999,5.060936999999999,5.619243999999999,6.6743049999999995
14-2803687,,,,,,,,,,,,,,0,0.731939,1.110914,1.607091,1.935229,2.202363,2.649285,3.0439979999999998,3.3603829999999997,3.847924,4.1960049999999995,4.416856999999999,4.9751639999999995,6.030225
15-2804667,,,,,,,,,,,,,,,0,0.378975,0.875152,1.20329,1.470424,1.917346,2.312059,2.628444,3.1159850000000002,3.4640660000000003,3.684918,4.243225,5.298286
16-2804682,,,,,,,,,,,,,,,,0,0.49617700000000003,0.824315,1.0914490000000001,1.5383710000000002,1.9330840000000002,2.2494690000000004,2.7370100000000006,3.0850910000000007,3.3059430000000005,3.8642500000000006,4.919311
17-2804680,,,,,,,,,,,,,,,,,0,0.328138,0.595272,1.042194,1.4369070000000002,1.753292,2.2408330000000003,2.5889140000000004,2.809766,3.3680730000000003,4.423134
18-2804679,,,,,,,,,,,,,,,,,,0,0.26713400000000004,0.714056,1.1087690000000001,1.425154,1.912695,2.260776,2.4816279999999997,3.039935,4.094996
19-2804676,,,,,,,,,,,,,,,,,,,0,0.44692200000000004,0.8416350000000001,1.15802,1.645561,1.993642,2.2144939999999997,2.772801,3.8278619999999997
